step,phase,timestamp,x,y,z,vx,vy,vz,wx,wy,wz,m1,m2,m3,m4,throttle,yaw,roll,pitch
719,noise,[16.220276],1037.449,-0.004360743,971.204,-1.682689e-06,-1.40070915e-05,-7.0990995e-06,-0.00010979504,4.7044778e-06,6.1685323e-06,0.0,0.0,0.0,0.0,1044,1024,15,15
720,noise,[16.240276],1037.449,-0.004360765,971.204,-1.4050859e-05,-1.10939145e-05,7.679901e-06,1.4522293e-05,0.00022093038,-7.893642e-06,0.0,0.0,0.0,0.0,980,1024,5,-3
721,noise,[16.260277],1037.449,-0.0043603666,971.204,3.1636773e-07,-1.8388033e-05,-4.2861143e-07,-2.772579e-06,-5.1627057e-06,5.342894e-07,0.0,0.0,0.0,0.0,992,1024,-16,-12
722,noise,[16.280277],1037.449,-0.0043607317,971.204,-1.1410416e-08,-1.8328428e-05,-1.3595333e-08,-1.876306e-07,1.01198424e-07,2.6232495e-08,0.0,0.0,0.0,0.0,1068,1024,-8,16
723,noise,[16.300278],1037.449,-0.004361097,971.204,-1.0833565e-08,-1.8335879e-05,-1.0910837e-08,-1.4698881e-07,7.591182e-08,2.6346566e-08,0.0,0.0,0.0,0.0,1028,1024,-5,3
724,noise,[16.320278],1037.449,-0.004360702,971.204,-3.0857882e-07,-1.8291175e-05,3.0602655e-07,1.5959471e-06,4.716323e-06,-3.4647974e-07,0.0,0.0,0.0,0.0,1030,1024,-11,3
725,noise,[16.340279],1037.449,-0.0043603033,971.204,1.8618008e-05,-1.24797225e-05,4.5351017e-06,0.000100458245,-0.000270898,-9.285074e-06,0.0,0.0,0.0,0.0,1049,1024,-14,-17
726,noise,[16.36028],1037.449,-0.0043606684,971.204,-1.2135757e-08,-1.8320978e-05,-2.707037e-08,-3.4691996e-07,1.2444674e-07,3.86331e-08,0.0,0.0,0.0,0.0,1004,1024,15,10
727,noise,[16.38028],1037.449,-0.0043610334,971.204,-1.5101874e-08,-1.8328428e-05,-1.2189458e-08,-1.62578e-07,1.650689e-07,2.6925937e-08,0.0,0.0,0.0,0.0,1001,1024,-18,3
728,noise,[16.40028],1037.449,-0.0043606423,971.204,-1.416339e-05,-1.10939145e-05,7.664372e-06,1.3922337e-05,0.00022234976,-7.820969e-06,0.0,0.0,0.0,0.0,1041,1024,-14,11
729,noise,[16.42028],1037.449,-0.0043602437,971.204,1.9624345e-05,-9.231269e-06,-4.413948e-06,-1.8120134e-05,-0.00030939796,-1.3866785e-06,0.0,0.0,0.0,0.0,1041,1024,-3,-5
730,noise,[16.44028],1037.449,-0.0043606125,971.204,-1.2545939e-08,-1.8335879e-05,-2.2412422e-08,-2.6191503e-07,1.1504912e-07,3.9582538e-08,0.0,0.0,0.0,0.0,1029,1024,-14,-4
731,noise,[16.460281],1037.449,-0.0043609776,971.204,-1.0342935e-08,-1.8335879e-05,-1.1169391e-08,-1.5217257e-07,6.60873e-08,2.6345445e-08,0.0,0.0,0.0,0.0,1004,1024,-8,-8
732,noise,[16.480282],1037.449,-0.0043605827,971.204,-1.5716987e-05,-6.750226e-06,5.913711e-07,-9.5092175e-05,0.0002254439,-1.7467154e-06,0.0,0.0,0.0,0.0,1028,1024,-1,-9
733,noise,[16.500282],1037.449,-0.004360184,971.204,1.962247e-05,-9.23872e-06,-4.407376e-06,-1.8020235e-05,-0.00030936673,-1.3894315e-06,0.0,0.0,0.0,0.0,1024,1024,5,5
734,noise,[16.520283],1037.449,-0.004360553,971.204,-9.576894e-09,-1.8335879e-05,-2.385383e-08,-3.0960928e-07,5.7890002e-08,3.7481712e-08,0.0,0.0,0.0,0.0,1018,1024,19,-5
735,noise,[16.540283],1037.449,-0.004360918,971.204,-1.2532955e-08,-1.8335879e-05,-1.0745394e-08,-1.423102e-07,1.10844105e-07,2.6360048e-08,0.0,0.0,0.0,0.0,988,1024,-9,-5
736,noise,[16.560284],1037.449,-0.004360523,971.204,-1.5718477e-05,-6.750226e-06,5.905929e-07,-9.510947e-05,0.00022546513,-1.7459973e-06,0.0,0.0,0.0,0.0,1050,1024,-2,-1
737,noise,[16.580284],1037.449,-0.004360508,971.204,9.020433e-07,-1.5102327e-05,-9.033098e-06,-0.0001197454,-3.7365804e-05,8.080991e-06,0.0,0.0,0.0,0.0,1057,1024,-14,18
738,noise,[16.600285],1037.449,-0.0043604895,971.204,4.00918e-07,-1.8380582e-05,-3.5186122e-07,-1.6542343e-06,-6.083476e-06,3.8580643e-07,0.0,0.0,0.0,0.0,1044,1024,18,-18
739,noise,[16.620285],1037.449,-0.0043608546,971.204,-1.4252615e-08,-1.8335879e-05,-1.48191255e-08,-2.2447594e-07,1.5342638e-07,2.5432467e-08,0.0,0.0,0.0,0.0,978,1024,-13,-14
740,noise,[16.640285],1037.449,-0.0043604597,971.204,-1.5714992e-05,-6.750226e-06,5.890033e-07,-9.51508e-05,0.00022539325,-1.7468612e-06,0.0,0.0,0.0,0.0,1021,1024,-20,8
741,noise,[16.660286],1037.449,-0.004360825,971.204,-1.4355805e-08,-1.8335879e-05,-2.2851339e-09,-6.119166e-08,1.627885e-07,1.4192385e-08,0.0,0.0,0.0,0.0,978,1024,1,-8
742,noise,[16.680286],1037.449,-0.00436043,971.204,3.1833042e-07,-1.8380582e-05,-4.3484533e-07,-2.835218e-06,-5.2127352e-06,5.4313523e-07,0.0,0.0,0.0,0.0,1046,1024,-20,-11
743,noise,[16.700287],1037.449,-0.004360795,971.204,-1.4916566e-08,-1.8328428e-05,-1.1130312e-08,-1.36447e-07,1.7039288e-07,2.6540674e-08,0.0,0.0,0.0,0.0,1014,1024,-10,-12
744,noise,[16.720287],1037.449,-0.00436116,971.204,-1.4580718e-08,-1.8335879e-05,-1.2033804e-08,-1.5576644e-07,1.7316411e-07,2.5471984e-08,0.0,0.0,0.0,0.0,1064,1024,14,-3
745,noise,[16.740288],1037.449,-0.004360765,971.204,-3.1259515e-07,-1.8291175e-05,3.0594683e-07,1.6203138e-06,4.8136026e-06,-3.4551528e-07,0.0,0.0,0.0,0.0,976,1024,9,3
746,noise,[16.760288],1037.449,-0.0043603703,971.204,3.159148e-07,-1.8380582e-05,-4.3502178e-07,-2.838297e-06,-5.1564484e-06,5.4242025e-07,0.0,0.0,0.0,0.0,1042,1024,-2,11
747,noise,[16.780289],1037.449,-0.0043607354,971.204,-1.4146282e-08,-1.8335879e-05,-1.3274044e-08,-2.0280274e-07,1.5588425e-07,2.411239e-08,0.0,0.0,0.0,0.0,1047,1024,16,8
748,noise,[16.80029],1037.449,-0.0043611005,971.204,-1.5149734e-08,-1.8335879e-05,-1.2759957e-08,-1.8069522e-07,1.797106e-07,2.491374e-08,0.0,0.0,0.0,0.0,1051,1024,12,-20
749,noise,[16.82029],1037.449,-0.0043607056,971.204,-3.129462e-07,-1.8291175e-05,3.0500087e-07,1.6013597e-06,4.8206457e-06,-3.455146e-07,0.0,0.0,0.0,0.0,1016,1024,-4,-1
750,noise,[16.84029],1037.449,-0.0043603107,971.204,3.143923e-07,-1.8380582e-05,-4.35125e-07,-2.8435365e-06,-5.134504e-06,5.428918e-07,0.0,0.0,0.0,0.0,1062,1024,18,-19
751,noise,[16.86029],1037.449,-0.004360676,971.204,-1.3938706e-08,-1.8335879e-05,-1.2277239e-08,-1.7436025e-07,1.466529e-07,2.5454764e-08,0.0,0.0,0.0,0.0,976,1024,-14,-14
752,noise,[16.880291],1037.449,-0.004361041,971.204,-1.311013e-08,-1.8335879e-05,-1.3658399e-08,-1.9046017e-07,1.3384603e-07,2.6209529e-08,0.0,0.0,0.0,0.0,1030,1024,18,-15
753,noise,[16.900291],1037.449,-0.004360646,971.204,-3.1116906e-07,-1.8291175e-05,3.068609e-07,1.6247667e-06,4.764519e-06,-3.4488744e-07,0.0,0.0,0.0,0.0,1069,1024,18,-1
754,noise,[16.920292],1037.449,-0.0043602474,971.204,1.9623176e-05,-9.23872e-06,-4.417078e-06,-1.8115297e-05,-0.00030939298,-1.3764444e-06,0.0,0.0,0.0,0.0,988,1024,12,6
755,noise,[16.940292],1037.449,-0.004360616,971.204,-1.4084037e-08,-1.8335879e-05,-2.4233316e-08,-3.0809335e-07,1.4320607e-07,3.884591e-08,0.0,0.0,0.0,0.0,1067,1024,-14,-15
756,noise,[16.960293],1037.449,-0.0043609813,971.204,-1.4771886e-08,-1.8328428e-05,-1.10598055e-08,-1.4721782e-07,1.642407e-07,2.5641215e-08,0.0,0.0,0.0,0.0,1009,1024,-4,15
757,noise,[16.980293],1037.449,-0.0043605864,971.204,-1.5717795e-05,-6.750226e-06,5.9048955e-07,-9.5121155e-05,0.00022544748,-1.7465832e-06,0.0,0.0,0.0,0.0,1024,1024,18,7
758,noise,[17.000294],1037.449,-0.004360188,971.204,1.9623676e-05,-9.2461705e-06,-4.4077347e-06,-1.8018649e-05,-0.00030939502,-1.3881772e-06,0.0,0.0,0.0,0.0,1051,1024,4,3
759,noise,[17.020294],1037.449,-0.0043605566,971.204,-1.4856539e-08,-1.8328428e-05,-2.4485644e-08,-3.019973e-07,1.6379113e-07,3.941318e-08,0.0,0.0,0.0,0.0,989,1024,-12,3
760,noise,[17.040295],1037.449,-0.0043609217,971.204,-1.5438511e-08,-1.8335879e-05,-1.2326392e-08,-1.6378353e-07,1.8048831e-07,2.6208568e-08,0.0,0.0,0.0,0.0,1033,1024,11,-20
761,noise,[17.060295],1037.449,-0.004360527,971.204,-1.5717585e-05,-6.750226e-06,5.9099193e-07,-9.510881e-05,0.00022545073,-1.7470127e-06,0.0,0.0,0.0,0.0,1027,1024,6,18
762,noise,[17.080296],1037.449,-0.004360128,971.204,1.9624158e-05,-9.231269e-06,-4.4069416e-06,-1.8012339e-05,-0.00030940856,-1.3886718e-06,0.0,0.0,0.0,0.0,983,1024,12,7
763,noise,[17.100296],1037.449,-0.004360497,971.204,-1.1539726e-08,-1.8335879e-05,-2.3514389e-08,-2.721341e-07,9.074558e-08,4.1154493e-08,0.0,0.0,0.0,0.0,1034,1024,-20,-10
764,noise,[17.120296],1037.449,-0.004360862,971.204,-1.577179e-08,-1.8335879e-05,-1.4075383e-08,-1.9881936e-07,1.8715836e-07,2.6209426e-08,0.0,0.0,0.0,0.0,1022,1024,-16,8
765,noise,[17.140297],1037.449,-0.004360467,971.204,-1.5713798e-05,-6.750226e-06,5.8935683e-07,-9.514371e-05,0.00022537877,-1.7477939e-06,0.0,0.0,0.0,0.0,1042,1024,4,8
766,noise,[17.160297],1037.449,-0.0043608323,971.204,-1.3115766e-08,-1.8335879e-05,-4.9798246e-09,-1.16112375e-07,1.3943027e-07,1.3847673e-08,0.0,0.0,0.0,0.0,980,1024,0,-9
767,noise,[17.180298],1037.449,-0.0043604337,971.204,3.1526906e-07,-1.8380582e-05,-4.3670025e-07,-2.8703346e-06,-5.142799e-06,5.4249557e-07,0.0,0.0,0.0,0.0,992,1024,7,19
768,noise,[17.200298],1037.449,-0.0043607987,971.204,-1.3099915e-08,-1.8335879e-05,-1.278484e-08,-1.7214458e-07,1.3438813e-07,2.622069e-08,0.0,0.0,0.0,0.0,990,1024,0,-5
769,noise,[17.220299],1037.449,-0.004360825,971.204,-1.4048708e-05,-1.1086464e-05,7.676228e-06,1.4478483e-05,0.0002208937,-7.890819e-06,0.0,0.0,0.0,0.0,1011,1024,-2,-19
770,noise,[17.2403],1037.449,-0.00436081,971.204,-1.0045045e-07,-1.834333e-05,-8.4494786e-08,-1.2018081e-06,1.0895575e-06,1.7576959e-07,0.0,0.0,0.0,0.0,1029,1024,11,8
771,noise,[17.2603],1037.449,-0.0043607876,971.204,4.0529994e-07,-1.8365681e-05,-3.5715675e-07,-1.7357246e-06,-6.145948e-06,3.8558744e-07,0.0,0.0,0.0,0.0,1004,1024,-13,3
772,noise,[17.2803],1037.449,-0.0043607354,971.204,-1.2961561e-07,-1.8328428e-05,-2.4618203e-08,-7.3977975e-07,1.6250698e-06,9.5348916e-08,0.0,0.0,0.0,0.0,1012,1024,13,-2
773,noise,[17.3003],1037.449,-0.0043611005,971.204,-1.3001641e-08,-1.8335879e-05,-1.2522681e-08,-1.6899497e-07,1.2373113e-07,2.6899631e-08,0.0,0.0,0.0,0.0,1023,1024,-16,3
774,noise,[17.320301],1037.449,-0.0043607056,971.204,-3.155128e-07,-1.8291175e-05,3.062525e-07,1.6156566e-06,4.8684487e-06,-3.462497e-07,0.0,0.0,0.0,0.0,1021,1024,-11,12
775,noise,[17.340302],1037.449,-0.004360687,971.204,4.0775376e-07,-1.8373132e-05,-3.5558742e-07,-1.7061616e-06,-6.1943483e-06,3.8528825e-07,0.0,0.0,0.0,0.0,1001,1024,6,-11
776,noise,[17.360302],1037.449,-0.004360635,971.204,-1.6815868e-06,-1.3999641e-05,-7.099388e-06,-0.000109809895,4.678403e-06,6.1679634e-06,0.0,0.0,0.0,0.0,986,1024,6,13
777,noise,[17.380302],1037.449,-0.004361,971.204,-1.6300206e-08,-1.8328428e-05,-1.2672295e-08,-2.1051447e-07,1.8202384e-07,2.3520128e-08,0.0,0.0,0.0,0.0,1041,1024,-4,-11
778,noise,[17.400303],1037.449,-0.004360605,971.204,-1.5717154e-05,-6.750226e-06,5.918064e-07,-9.509289e-05,0.00022544184,-1.7472395e-06,0.0,0.0,0.0,0.0,976,1024,19,5
779,noise,[17.420303],1037.449,-0.0043602064,971.204,1.8616644e-05,-1.2487173e-05,4.5430734e-06,0.0001005273,-0.00027086306,-9.296604e-06,0.0,0.0,0.0,0.0,991,1024,10,-6
780,noise,[17.440304],1037.449,-0.0043605715,971.204,-9.176318e-09,-1.8328428e-05,-2.1108178e-08,-2.3374552e-07,4.7679237e-08,3.976925e-08,0.0,0.0,0.0,0.0,1073,1024,18,-6
781,noise,[17.460304],1037.449,-0.0043609366,971.204,-1.4140136e-08,-1.8335879e-05,-1.2382565e-08,-1.6275115e-07,1.6433725e-07,2.5472353e-08,0.0,0.0,0.0,0.0,1030,1024,-16,-13
782,noise,[17.480305],1037.449,-0.0043608844,971.204,-1.6817096e-06,-1.3999641e-05,-7.101554e-06,-0.000109842316,4.6936284e-06,6.1678984e-06,0.0,0.0,0.0,0.0,989,1024,16,6
783,noise,[17.500305],1037.449,-0.004360143,971.204,1.9435665e-05,-9.1940165e-06,-4.0832983e-06,-1.5732716e-05,-0.0003061304,-1.819847e-06,0.0,0.0,0.0,0.0,1025,1024,17,6
784,noise,[17.520306],1037.449,-0.004360512,971.204,-1.2249927e-08,-1.8335879e-05,-2.2594435e-08,-2.6701318e-07,1.092997e-07,3.938482e-08,0.0,0.0,0.0,0.0,1052,1024,13,-13
785,noise,[17.540306],1037.449,-0.004360877,971.204,-1.5900095e-08,-1.8335879e-05,-1.2393686e-08,-1.737769e-07,1.8688304e-07,2.5652636e-08,0.0,0.0,0.0,0.0,1038,1024,3,-3
786,noise,[17.560307],1037.449,-0.004361242,971.204,-1.4834994e-08,-1.8335879e-05,-1.3666268e-08,-1.9062037e-07,1.6839806e-07,2.6208843e-08,0.0,0.0,0.0,0.0,1008,1024,-10,18
787,noise,[17.580307],1037.449,-0.0043600798,971.204,1.9325675e-05,-9.201467e-06,-4.097579e-06,-1.631121e-05,-0.00030475942,-1.7478609e-06,0.0,0.0,0.0,0.0,1047,1024,-18,19
788,noise,[17.600307],1037.449,-0.0043604486,971.204,-1.2293469e-08,-1.8328428e-05,-2.4618146e-08,-3.17167e-07,1.071318e-07,3.8679644e-08,0.0,0.0,0.0,0.0,1064,1024,-9,-18
789,noise,[17.620308],1037.449,-0.0043608136,971.204,-1.4687419e-08,-1.8335879e-05,-1.11851435e-08,-1.387667e-07,1.7530185e-07,2.5471877e-08,0.0,0.0,0.0,0.0,987,1024,9,6
790,noise,[17.640308],1037.449,-0.0043611787,971.204,-1.274958e-08,-1.8328428e-05,-1.0425232e-08,-1.4660124e-07,1.183643e-07,2.5036028e-08,0.0,0.0,0.0,0.0,1070,1024,15,9
791,noise,[17.660309],1037.449,-0.004360404,971.204,6.051905e-07,-1.5057623e-05,-8.720603e-06,-0.00011796777,-3.2749263e-05,7.723241e-06,0.0,0.0,0.0,0.0,976,1024,6,-13
792,noise,[17.68031],1037.449,-0.0043603852,971.204,4.009271e-07,-1.8365681e-05,-3.5628227e-07,-1.7532079e-06,-6.07019e-06,3.8338635e-07,0.0,0.0,0.0,0.0,979,1024,0,10
793,noise,[17.70031],1037.449,-0.0043607503,971.204,-1.2734388e-08,-1.8328428e-05,-1.3007866e-08,-1.7583828e-07,1.2768741e-07,2.624137e-08,0.0,0.0,0.0,0.0,1055,1024,-15,-16
794,noise,[17.72031],1037.449,-0.0043611154,971.204,-1.19918955e-08,-1.8328428e-05,-1.3550628e-08,-2.0078923e-07,1.0797092e-07,2.5314963e-08,0.0,0.0,0.0,0.0,1065,1024,-19,12
795,noise,[17.74031],1037.449,-0.0043607205,971.204,-1.5718393e-05,-6.7427754e-06,5.900908e-07,-9.5128256e-05,0.00022546765,-1.7474855e-06,0.0,0.0,0.0,0.0,1007,1024,6,17
796,noise,[17.760311],1037.449,-0.004360322,971.204,3.1242416e-07,-1.8380582e-05,-4.2669672e-07,-2.7621236e-06,-5.0978633e-06,5.327553e-07,0.0,0.0,0.0,0.0,1058,1024,-10,13
797,noise,[17.780312],1037.449,-0.004360687,971.204,-1.4193374e-08,-1.8335879e-05,-1.4229434e-08,-2.1246399e-07,1.602416e-07,2.4737595e-08,0.0,0.0,0.0,0.0,1029,1024,-15,2
798,noise,[17.800312],1037.449,-0.004361052,971.204,-1.1200183e-08,-1.8335879e-05,-1.1418981e-08,-1.6782295e-07,8.047995e-08,2.5520432e-08,0.0,0.0,0.0,0.0,996,1024,-16,8
799,noise,[17.820312],1037.449,-0.004360657,971.204,-1.5718257e-05,-6.750226e-06,5.9012467e-07,-9.512945e-05,0.00022545755,-1.7470409e-06,0.0,0.0,0.0,0.0,1033,1024,-12,-17
800,noise,[17.840313],1037.449,-0.0043602586,971.204,3.1163836e-07,-1.8380582e-05,-4.2590978e-07,-2.73379e-06,-5.0611047e-06,5.3187904e-07,0.0,0.0,0.0,0.0,1048,1024,-6,19
801,noise,[17.860313],1037.449,-0.0043606237,971.204,-1.30913556e-08,-1.8328428e-05,-1.2621993e-08,-1.7878196e-07,1.3024848e-07,2.567575e-08,0.0,0.0,0.0,0.0,990,1024,-6,-4
802,noise,[17.880314],1037.449,-0.0043609887,971.204,-1.402989e-08,-1.8328428e-05,-1.4442351e-08,-2.1484873e-07,1.5904112e-07,2.463005e-08,0.0,0.0,0.0,0.0,985,1024,-15,8
803,noise,[17.900314],1037.449,-0.004360594,971.204,-1.5717114e-05,-6.750226e-06,5.9094606e-07,-9.5113384e-05,0.00022544387,-1.7479845e-06,0.0,0.0,0.0,0.0,1033,1024,-6,9
804,noise,[17.920315],1037.449,-0.0043601952,971.204,3.1057607e-07,-1.8388033e-05,-4.2360944e-07,-2.7007218e-06,-5.0615995e-06,5.327536e-07,0.0,0.0,0.0,0.0,989,1024,8,13
805,noise,[17.940315],1037.449,-0.0043605603,971.204,-9.190672e-09,-1.8328428e-05,-1.22703625e-08,-1.7299253e-07,5.1583044e-08,2.5612247e-08,0.0,0.0,0.0,0.0,1040,1024,14,-16
806,noise,[17.960316],1037.449,-0.0043609254,971.204,-1.3700261e-08,-1.8335879e-05,-1.3667642e-08,-2.0164836e-07,1.424031e-07,2.5385592e-08,0.0,0.0,0.0,0.0,1051,1024,8,-18
807,noise,[17.980316],1037.449,-0.0043612905,971.204,-1.5145451e-08,-1.8328428e-05,-1.5320714e-08,-2.3189945e-07,1.7978996e-07,2.4891202e-08,0.0,0.0,0.0,0.0,1065,1024,6,19
808,noise,[18.000317],1037.449,-0.004360128,971.204,1.9324867e-05,-9.201467e-06,-4.0970644e-06,-1.6309928e-05,-0.00030474868,-1.7481111e-06,0.0,0.0,0.0,0.0,1050,1024,-16,-1
809,noise,[18.020317],1037.449,-0.004360497,971.204,-1.068608e-08,-1.8328428e-05,-2.3020164e-08,-2.880074e-07,7.456968e-08,3.8456104e-08,0.0,0.0,0.0,0.0,1021,1024,-16,8
810,noise,[18.040318],1037.449,-0.004360862,971.204,-1.6166595e-08,-1.8335879e-05,-1.2171651e-08,-1.59337e-07,1.9660214e-07,2.6182251e-08,0.0,0.0,0.0,0.0,1066,1024,14,3
811,noise,[18.060318],1037.449,-0.004361227,971.204,-1.601688e-08,-1.8328428e-05,-1.3620358e-08,-1.8837848e-07,1.912581e-07,2.645317e-08,0.0,0.0,0.0,0.0,1065,1024,-13,-7
812,noise,[18.080318],1037.449,-0.004360065,971.204,1.9324116e-05,-9.201467e-06,-4.097059e-06,-1.6299018e-05,-0.0003047302,-1.7473566e-06,0.0,0.0,0.0,0.0,1055,1024,12,-4
813,noise,[18.100319],1037.449,-0.0043604337,971.204,-1.0962395e-08,-1.8320978e-05,-2.2102796e-08,-2.6745965e-07,8.1685165e-08,3.8477236e-08,0.0,0.0,0.0,0.0,994,1024,6,-10
814,noise,[18.12032],1037.449,-0.0043607987,971.204,-1.1622912e-08,-1.8320978e-05,-1.3419829e-08,-1.9451129e-07,1.01215534e-07,2.5628434e-08,0.0,0.0,0.0,0.0,1042,1024,15,-10
815,noise,[18.14032],1037.449,-0.004361164,971.204,-1.3016043e-08,-1.8328428e-05,-1.1334954e-08,-1.4216879e-07,1.2390632e-07,2.7232694e-08,0.0,0.0,0.0,0.0,1016,1024,4,-20
816,noise,[18.16032],1037.449,-0.0043600015,971.204,1.9325289e-05,-9.1940165e-06,-4.0986465e-06,-1.6339774e-05,-0.00030475575,-1.7480525e-06,0.0,0.0,0.0,0.0,1064,1024,4,-4
817,noise,[18.18032],1037.449,-0.0043603703,971.204,-1.3060088e-08,-1.8335879e-05,-2.3161363e-08,-2.764547e-07,1.3514342e-07,3.8589384e-08,0.0,0.0,0.0,0.0,1033,1024,4,-8
818,noise,[18.200321],1037.449,-0.0043607354,971.204,-1.1670792e-08,-1.8335879e-05,-1.21929755e-08,-1.7232242e-07,9.419433e-08,2.6177828e-08,0.0,0.0,0.0,0.0,1072,1024,18,14
819,noise,[18.220322],1037.449,-0.0043611005,971.204,-1.1997827e-08,-1.8335879e-05,-1.20257155e-08,-1.691149e-07,1.0133105e-07,2.6032392e-08,0.0,0.0,0.0,0.0,1015,1024,3,-5
820,noise,[18.240322],1037.449,-0.004360743,971.204,7.2056173e-07,-1.5065074e-05,-8.707321e-06,-0.00011739101,-3.4215893e-05,7.65182e-06,0.0,0.0,0.0,0.0,1028,1024,-17,-5
821,noise,[18.260323],1037.449,-0.0043607205,971.204,3.993464e-07,-1.8365681e-05,-3.568084e-07,-1.7604399e-06,-6.036853e-06,3.8348492e-07,0.0,0.0,0.0,0.0,1061,1024,-15,2
822,noise,[18.280323],1037.449,-0.004360672,971.204,-1.6837271e-06,-1.40070915e-05,-7.1002946e-06,-0.00010981961,4.71662e-06,6.1692303e-06,0.0,0.0,0.0,0.0,1064,1024,-19,0
823,noise,[18.300323],1037.449,-0.0043610334,971.204,-1.1552359e-08,-1.8328428e-05,-8.927191e-09,-1.4879532e-07,8.446476e-08,2.2382991e-08,0.0,0.0,0.0,0.0,1059,1024,6,-3
824,noise,[18.320324],1037.449,-0.0043606423,971.204,-1.5719275e-05,-6.750226e-06,5.9022557e-07,-9.511576e-05,0.00022548936,-1.7469862e-06,0.0,0.0,0.0,0.0,1061,1024,19,-9
825,noise,[18.340324],1037.449,-0.00436024,971.204,3.1352647e-07,-1.8388033e-05,-4.2567945e-07,-2.7446056e-06,-5.120214e-06,5.323924e-07,0.0,0.0,0.0,0.0,989,1024,14,-6
826,noise,[18.360325],1037.449,-0.004360605,971.204,-1.1889409e-08,-1.8328428e-05,-1.5188668e-08,-2.4494423e-07,9.290464e-08,2.5493808e-08,0.0,0.0,0.0,0.0,1008,1024,-13,10
827,noise,[18.380325],1037.449,-0.00436097,971.204,-1.1427357e-08,-1.8328428e-05,-1.2778837e-08,-1.9693294e-07,8.518498e-08,2.5283057e-08,0.0,0.0,0.0,0.0,1029,1024,-13,-9
828,noise,[18.400326],1037.449,-0.004360996,971.204,-1.404514e-05,-1.1079013e-05,7.676355e-06,1.4478881e-05,0.00022082073,-7.891042e-06,0.0,0.0,0.0,0.0,1054,1024,-9,-13
829,noise,[18.420326],1037.449,-0.0043605976,971.204,3.1881427e-07,-1.8388033e-05,-4.2578904e-07,-2.7241263e-06,-5.2145124e-06,5.3378926e-07,0.0,0.0,0.0,0.0,1058,1024,3,10
830,noise,[18.440327],1037.449,-0.0043609627,971.204,-1.0253812e-08,-1.8335879e-05,-1.2782595e-08,-1.8245912e-07,6.5501816e-08,2.6426463e-08,0.0,0.0,0.0,0.0,1008,1024,-6,19
831,noise,[18.460327],1037.449,-0.0043609105,971.204,-1.2978262e-07,-1.8328428e-05,-2.2379027e-08,-6.9499646e-07,1.6268325e-06,9.555033e-08,0.0,0.0,0.0,0.0,1006,1024,-19,8
832,noise,[18.480328],1037.449,-0.0043609366,971.204,-1.4045479e-05,-1.1079013e-05,7.677549e-06,1.4494661e-05,0.00022083259,-7.8923695e-06,0.0,0.0,0.0,0.0,1001,1024,-1,9
833,noise,[18.500328],1037.449,-0.0043605343,971.204,1.861773e-05,-1.24797225e-05,4.538607e-06,0.00010045968,-0.0002708764,-9.295071e-06,0.0,0.0,0.0,0.0,991,1024,13,-9
834,noise,[18.520329],1037.449,-0.0043608993,971.204,-7.135611e-09,-1.8335879e-05,-2.5482564e-08,-3.1816353e-07,2.4349902e-08,3.830705e-08,0.0,0.0,0.0,0.0,1061,1024,19,-20
835,noise,[18.540329],1037.449,-0.004360847,971.204,-1.3179658e-07,-1.834333e-05,-2.4977453e-08,-7.472306e-07,1.6589934e-06,9.62791e-08,0.0,0.0,0.0,0.0,1036,1024,-2,-16
836,noise,[18.56033],1037.449,-0.0043612123,971.204,-1.025787e-08,-1.834333e-05,-1.0322711e-08,-1.3444739e-07,7.308096e-08,2.5540123e-08,0.0,0.0,0.0,0.0,979,1024,-15,-12
837,noise,[18.58033],1037.449,-0.00436005,971.204,1.93252e-05,-9.1940165e-06,-4.0995033e-06,-1.6355094e-05,-0.00030473722,-1.7495512e-06,0.0,0.0,0.0,0.0,1057,1024,-3,3
838,noise,[18.60033],1037.449,-0.0043604188,971.204,-1.3703215e-08,-1.8335879e-05,-2.2316812e-08,-2.5905769e-07,1.385427e-07,3.9597612e-08,0.0,0.0,0.0,0.0,975,1024,10,8
839,noise,[18.62033],1037.449,-0.004360784,971.204,-1.3178894e-08,-1.8328428e-05,-1.2781605e-08,-1.8115905e-07,1.402655e-07,2.490425e-08,0.0,0.0,0.0,0.0,1065,1024,19,3
840,noise,[18.640331],1037.449,-0.004361149,971.204,-1.445677e-08,-1.8328428e-05,-1.4005052e-08,-2.0696444e-07,1.6674852e-07,2.4642898e-08,0.0,0.0,0.0,0.0,1015,1024,-3,6
841,noise,[18.660332],1037.449,-0.0043604076,971.204,1.9438437e-05,-9.1940165e-06,-4.0831674e-06,-1.5686304e-05,-0.00030616854,-1.8172931e-06,0.0,0.0,0.0,0.0,1061,1024,0,19
842,noise,[18.680332],1037.449,-0.0043607764,971.204,-1.3530553e-08,-1.8335879e-05,-2.365698e-08,-2.8789458e-07,1.263689e-07,4.030612e-08,0.0,0.0,0.0,0.0,1049,1024,15,-11
843,noise,[18.700333],1037.449,-0.0043607242,971.204,-1.6813253e-06,-1.3999641e-05,-7.0985884e-06,-0.000109785484,4.677169e-06,6.1684013e-06,0.0,0.0,0.0,0.0,975,1024,5,5
844,noise,[18.720333],1037.449,-0.0043610893,971.204,-1.705125e-08,-1.8335879e-05,-8.847213e-09,-1.3662337e-07,1.8723802e-07,2.4191925e-08,0.0,0.0,0.0,0.0,989,1024,14,-14
