step,phase,timestamp,x,y,z,vx,vy,vz,wx,wy,wz,m1,m2,m3,m4,throttle,yaw,roll,pitch
594,yaw,[13.720219],1037.449,-0.004360441,971.204,-1.4165007e-05,-1.10939145e-05,7.6645165e-06,1.3913969e-05,0.00022238024,-7.8214625e-06,0.0,0.0,0.0,0.0,1024,1400,1024,1024
595,yaw,[13.740219],1037.449,-0.004360806,971.204,-1.3893128e-08,-1.8328428e-05,-5.9408194e-09,-1.0348463e-07,1.6783636e-07,1.6030112e-08,0.0,0.0,0.0,0.0,1024,1400,1024,1024
596,yaw,[13.76022],1037.449,-0.0043607913,971.204,9.019735e-07,-1.5102327e-05,-9.0392305e-06,-0.000119768236,-3.736276e-05,8.092585e-06,0.0,0.0,0.0,0.0,1024,1400,1024,1024
597,yaw,[13.78022],1037.449,-0.004360769,971.204,4.0302257e-07,-1.8380582e-05,-3.5673065e-07,-1.7529359e-06,-6.114951e-06,3.8448192e-07,0.0,0.0,0.0,0.0,1024,1400,1024,1024
598,yaw,[13.8002205],1037.449,-0.0043607205,971.204,-1.3047895e-07,-1.8335879e-05,-2.6589078e-08,-7.87946e-07,1.6467789e-06,9.405425e-08,0.0,0.0,0.0,0.0,1024,1400,1024,1024
599,yaw,[13.820221],1037.449,-0.0043607466,971.204,-1.9510298e-07,-1.8283725e-05,3.193345e-07,2.1948579e-06,3.2873838e-06,-4.1545317e-07,0.0,0.0,0.0,0.0,1024,1400,1024,1024
600,yaw,[13.840221],1037.449,-0.0043607317,971.204,9.0435503e-07,-1.5109777e-05,-9.039136e-06,-0.000119775425,-3.741204e-05,8.091771e-06,0.0,0.0,0.0,0.0,1024,1400,1024,1024
601,yaw,[13.860222],1037.449,-0.0043607093,971.204,4.0491432e-07,-1.8380582e-05,-3.547484e-07,-1.7253817e-06,-6.158141e-06,3.8386216e-07,0.0,0.0,0.0,0.0,1024,1400,1024,1024
602,yaw,[13.880222],1037.449,-0.004360661,971.204,-1.3268675e-07,-1.8335879e-05,-2.5460395e-08,-7.5350175e-07,1.6865129e-06,9.568535e-08,0.0,0.0,0.0,0.0,1024,1400,1024,1024
603,yaw,[13.900223],1037.449,-0.0043606833,971.204,-1.9586696e-07,-1.8283725e-05,3.2104163e-07,2.2398451e-06,3.3057486e-06,-4.1470724e-07,0.0,0.0,0.0,0.0,1024,1400,1024,1024
604,yaw,[13.920223],1037.449,-0.0043610483,971.204,-1.3479497e-08,-1.8328428e-05,-1.13002505e-08,-1.53728e-07,1.293075e-07,2.6328587e-08,0.0,0.0,0.0,0.0,1024,1400,1024,1024
605,yaw,[13.940224],1037.449,-0.0043606535,971.204,3.1445234e-07,-1.8380582e-05,-4.354206e-07,-2.8582801e-06,-5.1317384e-06,5.417063e-07,0.0,0.0,0.0,0.0,1024,1400,1024,1024
606,yaw,[13.960224],1037.449,-0.0043602586,971.204,-1.5712874e-05,-6.7576766e-06,5.924818e-07,-9.50834e-05,0.00022534891,-1.7463883e-06,0.0,0.0,0.0,0.0,1024,1400,1024,1024
607,yaw,[13.980225],1037.449,-0.0043606237,971.204,-1.7573711e-08,-1.8335879e-05,-2.8690295e-09,-7.644443e-08,2.185096e-07,1.4591792e-08,0.0,0.0,0.0,0.0,1024,1400,1024,1024
608,yaw,[14.000225],1037.449,-0.0043609887,971.204,-1.1902126e-08,-1.8335879e-05,-1.4090418e-08,-2.2243383e-07,1.02856525e-07,2.4527429e-08,0.0,0.0,0.0,0.0,1024,1400,1024,1024
609,yaw,[14.020226],1037.449,-0.004360594,971.204,3.1432864e-07,-1.8380582e-05,-4.34693e-07,-2.8183213e-06,-5.120766e-06,5.43368e-07,0.0,0.0,0.0,0.0,1024,1400,1024,1024
610,yaw,[14.040226],1037.449,-0.0043605417,971.204,-1.6830816e-06,-1.3999641e-05,-7.0994483e-06,-0.00010980197,4.7043486e-06,6.169208e-06,0.0,0.0,0.0,0.0,1024,1500,1024,1024
611,yaw,[14.060226],1037.449,-0.004360568,971.204,-1.9739764e-07,-1.8291175e-05,3.2237676e-07,2.2268466e-06,3.3212173e-06,-4.173897e-07,0.0,0.0,0.0,0.0,1024,1500,1024,1024
612,yaw,[14.080227],1037.449,-0.004360933,971.204,-1.703497e-08,-1.8328428e-05,-1.3358204e-08,-1.9109889e-07,2.2611191e-07,2.4229122e-08,0.0,0.0,0.0,0.0,1024,1500,1024,1024
613,yaw,[14.100227],1037.449,-0.0043605343,971.204,1.8618111e-05,-1.24797225e-05,4.534877e-06,0.000100442456,-0.00027089805,-9.286751e-06,0.0,0.0,0.0,0.0,1024,1500,1024,1024
614,yaw,[14.120228],1037.449,-0.004360482,971.204,-1.6771555e-06,-1.40070915e-05,-7.1099857e-06,-0.0001098862,4.5929173e-06,6.183338e-06,0.0,0.0,0.0,0.0,1024,1500,1024,1024
615,yaw,[14.140228],1037.449,-0.004360508,971.204,-1.4050289e-05,-1.10939145e-05,7.678259e-06,1.44901205e-05,0.00022091955,-7.893145e-06,0.0,0.0,0.0,0.0,1024,1500,1024,1024
616,yaw,[14.160229],1037.449,-0.0043608733,971.204,-1.32333895e-08,-1.8328428e-05,-8.085095e-09,-1.5748927e-07,1.5733728e-07,1.4704027e-08,0.0,0.0,0.0,0.0,1024,1500,1024,1024
617,yaw,[14.180229],1037.449,-0.0043604746,971.204,1.9625802e-05,-9.2461705e-06,-4.415911e-06,-1.809085e-05,-0.00030944502,-1.3770433e-06,0.0,0.0,0.0,0.0,1024,1500,1024,1024
618,yaw,[14.20023],1037.449,-0.0043608434,971.204,-1.1301012e-08,-1.8328428e-05,-2.3207178e-08,-2.8895363e-07,7.751613e-08,3.9713083e-08,0.0,0.0,0.0,0.0,1024,1500,1024,1024
619,yaw,[14.22023],1037.449,-0.0043604486,971.204,-3.143232e-07,-1.8298626e-05,3.0804696e-07,1.6385135e-06,4.830948e-06,-3.461573e-07,0.0,0.0,0.0,0.0,1024,1500,1024,1024
620,yaw,[14.240231],1037.449,-0.0043608136,971.204,-1.5861989e-08,-1.8335879e-05,-1.27198625e-08,-1.8187612e-07,1.8476145e-07,2.5620238e-08,0.0,0.0,0.0,0.0,1024,1500,1024,1024
621,yaw,[14.260231],1037.449,-0.004360415,971.204,1.9623767e-05,-9.23872e-06,-4.416918e-06,-1.8121187e-05,-0.000309399,-1.3785835e-06,0.0,0.0,0.0,0.0,1024,1500,1024,1024
622,yaw,[14.280231],1037.449,-0.004360784,971.204,-1.3008332e-08,-1.8335879e-05,-2.352283e-08,-2.831434e-07,1.2510272e-07,3.960392e-08,0.0,0.0,0.0,0.0,1024,1500,1024,1024
623,yaw,[14.300232],1037.449,-0.0043603927,971.204,-1.416415e-05,-1.1086464e-05,7.66561e-06,1.3935598e-05,0.00022235334,-7.820498e-06,0.0,0.0,0.0,0.0,1024,1500,1024,1024
624,yaw,[14.320232],1037.449,-0.004360758,971.204,-1.2717919e-08,-1.8335879e-05,-3.70963e-09,-6.073718e-08,1.3388751e-07,1.6944293e-08,0.0,0.0,0.0,0.0,1024,1500,1024,1024
625,yaw,[14.340233],1037.449,-0.004360743,971.204,9.036548e-07,-1.5109777e-05,-9.041192e-06,-0.00011981681,-3.7390575e-05,8.091083e-06,0.0,0.0,0.0,0.0,1024,1500,1024,1024
626,yaw,[14.360233],1037.449,-0.0043607242,971.204,4.0202758e-07,-1.8373132e-05,-3.5577705e-07,-1.7516985e-06,-6.0942e-06,3.8262377e-07,0.0,0.0,0.0,0.0,1024,1500,1024,1024
627,yaw,[14.380234],1037.449,-0.004360672,971.204,-1.3183467e-07,-1.8335879e-05,-2.6698217e-08,-7.82642e-07,1.6678854e-06,9.5411785e-08,0.0,0.0,0.0,0.0,1024,1500,1024,1024
628,yaw,[14.400234],1037.449,-0.004360698,971.204,-1.945682e-07,-1.8291175e-05,3.1909894e-07,2.2022573e-06,3.288708e-06,-4.1542782e-07,0.0,0.0,0.0,0.0,1024,1500,1024,1024
629,yaw,[14.420235],1037.449,-0.0043610632,971.204,-1.523211e-08,-1.8335879e-05,-1.28307045e-08,-1.723508e-07,1.8520402e-07,2.545048e-08,0.0,0.0,0.0,0.0,1024,1500,1024,1024
630,yaw,[14.440235],1037.449,-0.0043606684,971.204,3.142195e-07,-1.8388033e-05,-4.350768e-07,-2.8291668e-06,-5.1283914e-06,5.4403057e-07,0.0,0.0,0.0,0.0,1024,1500,1024,1024
631,yaw,[14.460236],1037.449,-0.0043602735,971.204,-1.5715188e-05,-6.750226e-06,5.885945e-07,-9.5157e-05,0.00022540484,-1.7469453e-06,0.0,0.0,0.0,0.0,1024,1500,1024,1024
632,yaw,[14.480236],1037.449,-0.0043606386,971.204,-1.5890521e-08,-1.8335879e-05,-4.3758064e-09,-1.0463043e-07,1.9405367e-07,1.39004595e-08,0.0,0.0,0.0,0.0,1024,1500,1024,1024
633,yaw,[14.5002365],1037.449,-0.0043610036,971.204,-1.1470057e-08,-1.8335879e-05,-1.3840105e-08,-2.165281e-07,9.4846726e-08,2.4554357e-08,0.0,0.0,0.0,0.0,1024,1500,1024,1024
634,yaw,[14.520237],1037.449,-0.0043606088,971.204,3.13481e-07,-1.8380582e-05,-4.3336513e-07,-2.7919812e-06,-5.103624e-06,5.433118e-07,0.0,0.0,0.0,0.0,1024,1500,1024,1024
635,yaw,[14.540237],1037.449,-0.004360214,971.204,-1.571668e-05,-6.750226e-06,5.9125915e-07,-9.5106996e-05,0.00022542628,-1.7464998e-06,0.0,0.0,0.0,0.0,1024,1500,1024,1024
636,yaw,[14.560238],1037.449,-0.004360579,971.204,-1.6619822e-08,-1.8335879e-05,-5.8288947e-09,-1.427459e-07,2.0488659e-07,1.3412783e-08,0.0,0.0,0.0,0.0,1024,1500,1024,1024
637,yaw,[14.580238],1037.449,-0.004360944,971.204,-1.1757364e-08,-1.8335879e-05,-1.124897e-08,-1.5239513e-07,9.5307115e-08,2.6360349e-08,0.0,0.0,0.0,0.0,1024,1500,1024,1024
638,yaw,[14.600239],1037.449,-0.004360549,971.204,3.1628042e-07,-1.8380582e-05,-4.3601767e-07,-2.8581694e-06,-5.16221e-06,5.422041e-07,0.0,0.0,0.0,0.0,1024,1500,1024,1024
639,yaw,[14.620239],1037.449,-0.004360914,971.204,-1.2923749e-08,-1.8328428e-05,-1.3488242e-08,-1.8548558e-07,1.3150647e-07,2.6233652e-08,0.0,0.0,0.0,0.0,1024,1500,1024,1024
640,yaw,[14.64024],1037.449,-0.0043605193,971.204,-3.1265154e-07,-1.8291175e-05,3.052531e-07,1.5943627e-06,4.810546e-06,-3.4633038e-07,0.0,0.0,0.0,0.0,1024,1500,1024,1024
641,yaw,[14.66024],1037.449,-0.0043608844,971.204,-1.4411781e-08,-1.8335879e-05,-1.3218144e-08,-1.9058768e-07,1.6455985e-07,2.48412e-08,0.0,0.0,0.0,0.0,1024,1500,1024,1024
642,yaw,[14.680241],1037.449,-0.004360486,971.204,1.9624948e-05,-9.23872e-06,-4.415583e-06,-1.809496e-05,-0.0003094324,-1.3776137e-06,0.0,0.0,0.0,0.0,1024,1500,1024,1024
643,yaw,[14.700241],1037.449,-0.0043608546,971.204,-1.1634029e-08,-1.8335879e-05,-2.3617872e-08,-2.85496e-07,8.917085e-08,4.036514e-08,0.0,0.0,0.0,0.0,1024,1500,1024,1024
644,yaw,[14.720242],1037.449,-0.0043604597,971.204,-3.138175e-07,-1.8291175e-05,3.0763368e-07,1.6418091e-06,4.826015e-06,-3.4554375e-07,0.0,0.0,0.0,0.0,1024,1500,1024,1024
645,yaw,[14.740242],1037.449,-0.004360825,971.204,-1.4512722e-08,-1.8335879e-05,-1.1181319e-08,-1.5056996e-07,1.585107e-07,2.5578839e-08,0.0,0.0,0.0,0.0,1024,1500,1024,1024
646,yaw,[14.760242],1037.449,-0.004360426,971.204,1.9624193e-05,-9.23872e-06,-4.416009e-06,-1.8094966e-05,-0.0003094048,-1.3780174e-06,0.0,0.0,0.0,0.0,1024,1500,1024,1024
647,yaw,[14.780243],1037.449,-0.004360795,971.204,-1.426173e-08,-1.834333e-05,-2.2277959e-08,-2.488053e-07,1.5366003e-07,4.0182343e-08,0.0,0.0,0.0,0.0,1024,1500,1024,1024
648,yaw,[14.800243],1037.449,-0.0043604,971.204,-3.1196942e-07,-1.8291175e-05,3.054841e-07,1.5990048e-06,4.796911e-06,-3.4632131e-07,0.0,0.0,0.0,0.0,1024,1500,1024,1024
649,yaw,[14.820244],1037.449,-0.004360765,971.204,-1.38205465e-08,-1.8328428e-05,-1.3058075e-08,-1.879906e-07,1.4650206e-07,2.5335046e-08,0.0,0.0,0.0,0.0,1024,1500,1024,1024
650,noise,[14.840244],1037.449,-0.004360743,971.204,1.8704586e-05,-1.2464821e-05,4.6119476e-06,0.00010153243,-0.00027181863,-9.444345e-06,0.0,0.0,0.0,0.0,994,1024,-3,-12
651,noise,[14.860245],1037.449,-0.0043606944,971.204,-1.2777252e-07,-1.8335879e-05,-3.524019e-08,-8.1296815e-07,1.59106e-06,1.1119647e-07,0.0,0.0,0.0,0.0,989,1024,-4,0
652,noise,[14.880245],1037.449,-0.0043606423,971.204,-1.6811855e-06,-1.3999641e-05,-7.10034e-06,-0.00010982922,4.680145e-06,6.1669375e-06,0.0,0.0,0.0,0.0,1049,1024,-4,-12
653,noise,[14.900246],1037.449,-0.0043606684,971.204,-1.4050844e-05,-1.1079013e-05,7.6816605e-06,1.4570604e-05,0.00022093444,-7.892491e-06,0.0,0.0,0.0,0.0,998,1024,-17,19
654,noise,[14.920246],1037.449,-0.0043606535,971.204,9.0444087e-07,-1.5102327e-05,-9.036217e-06,-0.000119777,-3.739514e-05,8.082489e-06,0.0,0.0,0.0,0.0,979,1024,-7,-4
655,noise,[14.940247],1037.449,-0.004360631,971.204,4.0358464e-07,-1.8380582e-05,-3.569603e-07,-1.7673553e-06,-6.1396167e-06,3.8494545e-07,0.0,0.0,0.0,0.0,987,1024,19,7
656,noise,[14.960247],1037.449,-0.004360996,971.204,-1.4309721e-08,-1.8335879e-05,-1.5903263e-08,-2.4566248e-07,1.5512579e-07,2.5431124e-08,0.0,0.0,0.0,0.0,981,1024,-5,-1
657,noise,[14.9802475],1037.449,-0.004360605,971.204,-3.1423406e-07,-1.8291175e-05,3.054087e-07,1.5959408e-06,4.842386e-06,-3.4652732e-07,0.0,0.0,0.0,0.0,1021,1024,17,16
658,noise,[15.000248],1037.449,-0.00436059,971.204,9.025663e-07,-1.5102327e-05,-9.04024e-06,-0.00011978737,-3.7373477e-05,8.092664e-06,0.0,0.0,0.0,0.0,975,1024,8,-9
659,noise,[15.020248],1037.449,-0.004360568,971.204,4.012818e-07,-1.8380582e-05,-3.547766e-07,-1.712662e-06,-6.090737e-06,3.8577642e-07,0.0,0.0,0.0,0.0,1012,1024,19,-17
660,noise,[15.040249],1037.449,-0.004360933,971.204,-1.1634988e-08,-1.8328428e-05,-1.2749301e-08,-1.8309771e-07,1.01335374e-07,2.5430163e-08,0.0,0.0,0.0,0.0,1040,1024,13,7
661,noise,[15.060249],1037.449,-0.0043605417,971.204,-1.4163805e-05,-1.1086464e-05,7.6633805e-06,1.38836285e-05,0.0002223596,-7.822701e-06,0.0,0.0,0.0,0.0,1047,1024,-3,-9
662,noise,[15.08025],1037.449,-0.004360907,971.204,-1.38131355e-08,-1.834333e-05,-5.703612e-09,-1.0042347e-07,1.5596517e-07,1.6941993e-08,0.0,0.0,0.0,0.0,1039,1024,18,-15
663,noise,[15.10025],1037.449,-0.004360512,971.204,3.154837e-07,-1.8380582e-05,-4.364797e-07,-2.8686068e-06,-5.146902e-06,5.4214934e-07,0.0,0.0,0.0,0.0,975,1024,18,-8
664,noise,[15.120251],1037.449,-0.004360877,971.204,-1.2907487e-08,-1.8335879e-05,-1.2596924e-08,-1.6690065e-07,1.3017748e-07,2.6476318e-08,0.0,0.0,0.0,0.0,1036,1024,14,13
665,noise,[15.140251],1037.449,-0.004360486,971.204,-1.4160649e-05,-1.1086464e-05,7.6669485e-06,1.3962585e-05,0.00022228376,-7.820734e-06,0.0,0.0,0.0,0.0,1056,1024,-10,9
666,noise,[15.160252],1037.449,-0.004360851,971.204,-1.3106643e-08,-1.8335879e-05,-6.330737e-09,-1.0225859e-07,1.4795752e-07,1.7315623e-08,0.0,0.0,0.0,0.0,980,1024,18,-20
667,noise,[15.180252],1037.449,-0.0043604523,971.204,1.8619921e-05,-1.24797225e-05,4.530505e-06,0.00010036499,-0.00027092767,-9.286337e-06,0.0,0.0,0.0,0.0,1014,1024,-16,4
668,noise,[15.200253],1037.449,-0.0043608174,971.204,-9.233929e-09,-1.8335879e-05,-2.2819137e-08,-2.425473e-07,6.44963e-08,4.076883e-08,0.0,0.0,0.0,0.0,1031,1024,4,-13
669,noise,[15.220253],1037.449,-0.0043604225,971.204,-1.5713857e-05,-6.750226e-06,5.890667e-07,-9.5150055e-05,0.00022537817,-1.7474099e-06,0.0,0.0,0.0,0.0,1010,1024,-18,13
670,noise,[15.240253],1037.449,-0.0043607876,971.204,-1.6459865e-08,-1.8335879e-05,-3.84685e-09,-1.0469639e-07,2.0084032e-07,1.3328546e-08,0.0,0.0,0.0,0.0,1029,1024,15,9
671,noise,[15.260254],1037.449,-0.004360389,971.204,1.8620352e-05,-1.24797225e-05,4.535347e-06,0.00010045192,-0.00027095032,-9.285846e-06,0.0,0.0,0.0,0.0,1045,1024,-9,-5
672,noise,[15.280254],1037.449,-0.004360754,971.204,-8.417658e-09,-1.8335879e-05,-2.0704363e-08,-2.2132053e-07,4.0845848e-08,3.9426364e-08,0.0,0.0,0.0,0.0,1013,1024,5,-17
673,noise,[15.300255],1037.449,-0.004360359,971.204,-1.5716125e-05,-6.750226e-06,5.9423957e-07,-9.5036004e-05,0.00022542587,-1.7465113e-06,0.0,0.0,0.0,0.0,1053,1024,16,-13
674,noise,[15.320255],1037.449,-0.0043607242,971.204,-1.3925586e-08,-1.8328428e-05,-2.8242937e-09,-8.262455e-08,1.4988956e-07,1.357417e-08,0.0,0.0,0.0,0.0,1030,1024,-11,9
675,noise,[15.340256],1037.449,-0.0043603256,971.204,1.9624686e-05,-9.23872e-06,-4.4180806e-06,-1.813662e-05,-0.00030942098,-1.3772453e-06,0.0,0.0,0.0,0.0,1016,1024,19,-9
676,noise,[15.360256],1037.449,-0.0043606944,971.204,-1.0094993e-08,-1.8335879e-05,-2.4708896e-08,-3.2673967e-07,6.8269166e-08,3.7481012e-08,0.0,0.0,0.0,0.0,1028,1024,-20,19
677,noise,[15.380257],1037.449,-0.0043606423,971.204,-1.6809369e-06,-1.3999641e-05,-7.0987985e-06,-0.00010978888,4.6615605e-06,6.1692394e-06,0.0,0.0,0.0,0.0,1020,1024,16,15
678,noise,[15.400257],1037.449,-0.0043606684,971.204,-1.9950221e-07,-1.8291175e-05,3.2440357e-07,2.276811e-06,3.3643057e-06,-4.1651472e-07,0.0,0.0,0.0,0.0,1018,1024,-3,-8
679,noise,[15.420258],1037.449,-0.0043602698,971.204,1.9625808e-05,-9.2461705e-06,-4.4156104e-06,-1.8084575e-05,-0.00030943507,-1.377747e-06,0.0,0.0,0.0,0.0,1053,1024,-14,-11
680,noise,[15.440258],1037.449,-0.0043606386,971.204,-1.1864728e-08,-1.8335879e-05,-2.186863e-08,-2.5101951e-07,1.0140313e-07,3.9583146e-08,0.0,0.0,0.0,0.0,1019,1024,-14,-1
681,noise,[15.4602585],1037.449,-0.0043610036,971.204,-1.3646851e-08,-1.8328428e-05,-1.3296265e-08,-1.9418104e-07,1.4183134e-07,2.5375153e-08,0.0,0.0,0.0,0.0,1022,1024,-4,11
682,noise,[15.480259],1037.449,-0.0043606088,971.204,-3.1315722e-07,-1.8291175e-05,3.0502366e-07,1.589756e-06,4.82066e-06,-3.463383e-07,0.0,0.0,0.0,0.0,1030,1024,-9,-2
683,noise,[15.500259],1037.449,-0.004360974,971.204,-1.484882e-08,-1.8335879e-05,-1.341453e-08,-1.945222e-07,1.7331436e-07,2.484096e-08,0.0,0.0,0.0,0.0,1031,1024,-10,11
684,noise,[15.52026],1037.449,-0.004360579,971.204,3.157984e-07,-1.8380582e-05,-4.3697582e-07,-2.8785519e-06,-5.1532465e-06,5.421602e-07,0.0,0.0,0.0,0.0,1005,1024,-16,14
685,noise,[15.54026],1037.449,-0.004360944,971.204,-1.2633931e-08,-1.8335879e-05,-1.30211175e-08,-1.7539752e-07,1.2469751e-07,2.6476396e-08,0.0,0.0,0.0,0.0,1022,1024,-4,-18
686,noise,[15.560261],1037.449,-0.004360549,971.204,-3.1149648e-07,-1.8291175e-05,3.0654908e-07,1.6203223e-06,4.78738e-06,-3.4633283e-07,0.0,0.0,0.0,0.0,1033,1024,13,-6
687,noise,[15.580261],1037.449,-0.004360914,971.204,-1.498426e-08,-1.8335879e-05,-1.6086277e-08,-2.4804106e-07,1.7602638e-07,2.4841057e-08,0.0,0.0,0.0,0.0,991,1024,-10,8
688,noise,[15.600262],1037.449,-0.0043605193,971.204,3.1502896e-07,-1.8388033e-05,-4.342519e-07,-2.813752e-06,-5.1454467e-06,5.4399686e-07,0.0,0.0,0.0,0.0,1038,1024,7,16
689,noise,[15.620262],1037.449,-0.0043608844,971.204,-1.184984e-08,-1.8335879e-05,-1.2408237e-08,-1.8733324e-07,1.0105259e-07,2.4850792e-08,0.0,0.0,0.0,0.0,1005,1024,9,7
690,noise,[15.640263],1037.449,-0.0043604933,971.204,-1.4163387e-05,-1.1086464e-05,7.665065e-06,1.3924189e-05,0.00022234586,-7.821551e-06,0.0,0.0,0.0,0.0,1006,1024,17,4
691,noise,[15.660263],1037.449,-0.0043608584,971.204,-1.3750281e-08,-1.8328428e-05,-5.381736e-09,-9.812179e-08,1.5496973e-07,1.6441346e-08,0.0,0.0,0.0,0.0,988,1024,9,13
692,noise,[15.6802635],1037.449,-0.0043604635,971.204,3.1577474e-07,-1.8388033e-05,-4.3393402e-07,-2.8169707e-06,-5.154818e-06,5.4252934e-07,0.0,0.0,0.0,0.0,1035,1024,-20,-19
693,noise,[15.700264],1037.449,-0.0043608285,971.204,-1.1362858e-08,-1.8335879e-05,-1.2446412e-08,-1.8809823e-07,9.1293686e-08,2.4851657e-08,0.0,0.0,0.0,0.0,993,1024,7,-3
694,noise,[15.720264],1037.449,-0.0043604337,971.204,-1.5718919e-05,-6.7576766e-06,5.903261e-07,-9.511355e-05,0.00022548246,-1.7465944e-06,0.0,0.0,0.0,0.0,985,1024,12,9
695,noise,[15.740265],1037.449,-0.0043607987,971.204,-1.5178728e-08,-1.8335879e-05,-4.6450452e-09,-1.10022704e-07,1.7979549e-07,1.390065e-08,0.0,0.0,0.0,0.0,1065,1024,-16,17
696,noise,[15.760265],1037.449,-0.0043604,971.204,1.9625642e-05,-9.23872e-06,-4.415012e-06,-1.808183e-05,-0.00030943708,-1.3780297e-06,0.0,0.0,0.0,0.0,985,1024,0,6
697,noise,[15.780266],1037.449,-0.004360769,971.204,-9.84835e-09,-1.8335879e-05,-2.4999963e-08,-3.325686e-07,6.332695e-08,3.7481815e-08,0.0,0.0,0.0,0.0,985,1024,14,6
698,noise,[15.800266],1037.449,-0.004360374,971.204,-1.5713542e-05,-6.750226e-06,5.896887e-07,-9.513752e-05,0.00022537188,-1.7474302e-06,0.0,0.0,0.0,0.0,1063,1024,17,11
699,noise,[15.820267],1037.449,-0.004360739,971.204,-1.6187471e-08,-1.8335879e-05,-3.311186e-09,-9.3965504e-08,1.9538427e-07,1.3328694e-08,0.0,0.0,0.0,0.0,1072,1024,7,-3
700,noise,[15.840267],1037.449,-0.0043603405,971.204,1.9623696e-05,-9.23872e-06,-4.4138055e-06,-1.8049906e-05,-0.0003094034,-1.3767688e-06,0.0,0.0,0.0,0.0,1006,1024,-10,-13
701,noise,[15.860268],1037.449,-0.0043607093,971.204,-1.1816752e-08,-1.8335879e-05,-2.0142437e-08,-2.155117e-07,9.14265e-08,4.064533e-08,0.0,0.0,0.0,0.0,1066,1024,8,0
702,noise,[15.880268],1037.449,-0.0043603145,971.204,-1.571699e-05,-6.750226e-06,5.900287e-07,-9.511699e-05,0.000225453,-1.7472313e-06,0.0,0.0,0.0,0.0,1044,1024,18,-13
703,noise,[15.900269],1037.449,-0.0043606795,971.204,-1.602612e-08,-1.834333e-05,-2.7400802e-09,-5.970379e-08,1.9137438e-07,1.5705504e-08,0.0,0.0,0.0,0.0,1064,1024,2,-7
704,noise,[15.920269],1037.449,-0.004360281,971.204,1.962385e-05,-9.23872e-06,-4.417887e-06,-1.8131945e-05,-0.0003093975,-1.3777305e-06,0.0,0.0,0.0,0.0,1036,1024,-15,-5
705,noise,[15.940269],1037.449,-0.0043606497,971.204,-1.2964165e-08,-1.8335879e-05,-2.5297368e-08,-3.1914232e-07,1.1581529e-07,4.036468e-08,0.0,0.0,0.0,0.0,985,1024,13,-19
706,noise,[15.96027],1037.449,-0.004361015,971.204,-1.2030933e-08,-1.8335879e-05,-1.3745567e-08,-2.1472748e-07,1.04423755e-07,2.4778696e-08,0.0,0.0,0.0,0.0,991,1024,-13,16
707,noise,[15.98027],1037.449,-0.00436062,971.204,-3.1140735e-07,-1.8291175e-05,3.0608274e-07,1.6109798e-06,4.7856197e-06,-3.4633626e-07,0.0,0.0,0.0,0.0,1000,1024,-13,-17
708,noise,[16.00027],1037.449,-0.0043605976,971.204,1.8707939e-05,-1.2464821e-05,4.610844e-06,0.00010150175,-0.00027188798,-9.444794e-06,0.0,0.0,0.0,0.0,1046,1024,2,-5
709,noise,[16.020271],1037.449,-0.0043605454,971.204,-1.2611497e-07,-1.8335879e-05,-3.549485e-08,-8.365205e-07,1.5508955e-06,1.1004591e-07,0.0,0.0,0.0,0.0,1045,1024,3,-10
710,noise,[16.040272],1037.449,-0.0043609105,971.204,-1.3273579e-08,-1.8335879e-05,-1.2274994e-08,-1.6275257e-07,1.3781555e-07,2.6159716e-08,0.0,0.0,0.0,0.0,1068,1024,-11,-6
711,noise,[16.060272],1037.449,-0.0043605193,971.204,-1.5718959e-05,-6.750226e-06,5.930087e-07,-9.505871e-05,0.00022548366,-1.7467115e-06,0.0,0.0,0.0,0.0,1013,1024,6,4
712,noise,[16.080273],1037.449,-0.0043605044,971.204,9.013754e-07,-1.5109777e-05,-9.034525e-06,-0.00011976214,-3.7350197e-05,8.082049e-06,0.0,0.0,0.0,0.0,1040,1024,-7,-4
713,noise,[16.100273],1037.449,-0.004360482,971.204,4.0361556e-07,-1.8380582e-05,-3.536752e-07,-1.7015138e-06,-6.140286e-06,3.8496083e-07,0.0,0.0,0.0,0.0,1015,1024,-20,-3
714,noise,[16.120274],1037.449,-0.004360847,971.204,-1.4568643e-08,-1.8335879e-05,-1.3431756e-08,-1.9723886e-07,1.5928616e-07,2.5479311e-08,0.0,0.0,0.0,0.0,1049,1024,14,-2
715,noise,[16.140274],1037.449,-0.0043607987,971.204,-1.6838541e-06,-1.3999641e-05,-7.099212e-06,-0.000109786306,4.732438e-06,6.1690885e-06,0.0,0.0,0.0,0.0,1070,1024,10,-11
716,noise,[16.160275],1037.449,-0.004360821,971.204,-2.013785e-07,-1.8291175e-05,3.2287426e-07,2.2464567e-06,3.4017337e-06,-4.1646564e-07,0.0,0.0,0.0,0.0,980,1024,-2,0
717,noise,[16.180275],1037.449,-0.004360426,971.204,3.1557101e-07,-1.8388033e-05,-4.3413365e-07,-2.8242991e-06,-5.168381e-06,5.4390733e-07,0.0,0.0,0.0,0.0,1004,1024,-12,8
718,noise,[16.200275],1037.449,-0.0043607913,971.204,-1.1025189e-08,-1.8335879e-05,-1.2721504e-08,-1.936079e-07,8.4529375e-08,2.4851731e-08,0.0,0.0,0.0,0.0,1008,1024,-16,-12
