episode,reward,reward_ma
333,-31.17098940908909,-43.976001973086966
334,-70.05701619014144,-44.124378529014066
335,-39.39128806069493,-44.30781458028592
336,-41.6809938699007,-44.51400157467462
337,-21.716341868042946,-43.97810402987525
338,-29.43223287165165,-43.815889863874766
339,-57.40588643029332,-44.065136067364364
340,-34.27792129665613,-44.098499514926225
341,-24.696639493107796,-44.04359280245379
342,-76.4883573371917,-44.313777766171846
343,-41.290913961827755,-44.248959701601414
344,-27.796384528279305,-44.15589029027149
345,-29.626143891364336,-44.18736162440851
346,-87.34441368840635,-44.52479913517833
347,-38.569361745379865,-44.40812710626982
348,-41.82744586840272,-44.47675059764646
349,-56.682462617754936,-44.69918441175483
350,-78.96315017342567,-45.087396275838834
351,-51.23695054277778,-45.23734463836067
352,-25.95797771960497,-45.19752236532979
353,-29.893313333392143,-45.021456578401846
354,-44.91976802051067,-44.9527028062474
355,-29.10729195177555,-43.885775857954286
356,-42.47335188090801,-43.77615917618852
357,-40.60396184027195,-43.825444950792004
358,-30.821492850780487,-43.55091231334489
359,-16.904444620013237,-43.58601370831486
360,-38.7039125431329,-43.72256678901147
361,-23.677640303969383,-43.68889838702511
362,-41.2306550797075,-43.86836388749536
363,-92.65825483202934,-44.43693378401454
364,-42.860398039221764,-44.51401453075465
365,-20.17171023786068,-43.951912962640634
366,-34.820921681821346,-44.019939292739146
367,-60.459885681048036,-43.93669806377497
368,-23.58272248134017,-43.17054688035976
369,-81.09804648533463,-42.94040895873215
370,-47.752680805977434,-43.123782899966464
371,-37.5891672372818,-43.12927931553684
372,-34.78634458780289,-43.233958383305
373,-31.767517138272524,-43.184161314154046
374,-53.071313958615065,-42.81727693772875
375,-35.86085020750761,-42.65951482464559
376,-24.186220794916153,-42.408591989194974
377,-46.44691578485072,-42.48332959418185
378,-56.10925882309675,-42.325374482655896
379,-31.200660213828087,-42.28004091889598
380,-30.244370251893997,-42.29289876804687
381,-29.759826451539993,-42.34865950063802
382,-53.750100588425994,-42.712582318251954
383,-32.89705941081047,-42.80029741912149
384,-31.799981653690338,-42.43207215971314
385,-53.296679112594575,-41.95793388000224
386,-31.171737253665924,-41.98013875982259
387,-24.15398859977722,-41.90809882155154
388,-34.525425370782614,-41.79902369754855
389,-60.86477244645357,-42.19095661158208
390,-34.39487190544605,-42.276471770056524
391,-32.66449240595102,-42.248114298679866
392,-75.75091445446014,-42.53607560882811
393,-44.72780016809702,-42.81026069472078
394,-43.08129427488893,-42.913577149300835
395,-16.9603010173887,-42.81784866489004
396,-34.17129622399807,-42.98692659321707
397,-34.13960984349251,-42.99888887125533
398,-29.86838766373694,-42.74231073161121
399,-22.942064084112644,-42.64857453135308
400,-35.35921834409237,-42.50463045270648
401,-51.40090308338404,-42.72193213535007
402,-34.42239058017731,-42.73054287125822
403,-43.13220766372979,-42.233366530719216
404,-61.91045953333378,-42.56285042058211
405,-47.09632149338722,-42.70007339145523
406,-24.93922394514084,-42.56901079337578
407,-33.98292105644941,-42.61102771136444
408,-51.48232112079859,-42.87574177329894
409,-53.2094039209187,-43.07602627990302
410,-31.027178306132555,-43.04973251487594
411,-36.38866012170911,-42.6797022069525
412,-32.002092249691486,-42.06722421701066
413,-31.153774343430996,-42.087919816924256
414,-37.03454577177763,-42.2209754539188
415,-52.65683238208294,-42.427041881000626
416,-139.20241688005626,-43.40221973870881
417,-31.082348973490298,-43.086648078914735
418,-53.2845205180347,-42.94251385858283
419,-45.879138335585594,-43.16622420048341
420,-51.730790480971336,-43.41267246542498
421,-51.21479650656693,-43.31155969857005
422,-84.88252751342952,-44.0240532613243
423,-47.105632938444614,-44.29693429832114
424,-25.021195396780968,-44.31144221250666
425,-41.27856305241585,-44.44569856372429
426,-51.94719212129712,-44.60105994340731
427,-30.68809150159359,-44.55064469171455
428,-26.816985309123993,-44.03552867109654
429,-24.937975481385365,-43.34292166826315
430,-19.631268188357353,-42.3427054854203
431,-24.03013263642788,-41.96896996841766
432,-95.31255750358105,-42.50781133414246
433,-31.344478480517864,-42.50954622485675
434,-33.26083143800497,-42.141584377335384
435,-35.770811442285776,-42.10537961115129
436,-21.042805522680283,-41.89899772767909
437,-22.27199650555849,-41.90455427405424
438,-76.77160138264298,-42.37794795916416
439,-32.82880552858114,-42.13217715014704
440,-39.46510621160269,-42.1840489992965
441,-40.815395165234804,-42.345236556017774
442,-22.170256853103638,-41.80205555117689
443,-34.98960565775633,-41.73904246813618
444,-28.215387653559446,-41.74323249938898
445,-45.6123277079314,-41.90309433755465
446,-22.838833406567574,-41.25803853473626
447,-23.429071594029665,-41.10663563322276
448,-19.207870054990053,-40.88043987508863
449,-56.09883876144886,-40.87460363652557
450,-73.49642185866833,-40.819936353378
451,-49.13022638857365,-40.798869111835955
452,-75.51247097365558,-41.29441404437646
453,-95.72957990132272,-41.952776710055765
454,-41.00837403535843,-41.91366277020425
455,-59.71239370107651,-42.21971378769726
456,-80.76370652019978,-42.602617334090176
457,-66.16336328536272,-42.85821134854108
458,-35.07186937332153,-42.900715113766495
459,-35.3948504216969,-43.08561917178333
460,-23.47760295122862,-42.93335607586428
461,-37.86990889906883,-43.07527876181528
462,-21.540599904954433,-42.87837821006775
463,-26.913582295179367,-42.22093148469925
464,-35.82244999706745,-42.150552004277706
465,-37.48418880137615,-42.32367678991286
466,-27.962917430326343,-42.255096747397914
467,-37.088482938706875,-42.0213827199745
468,-25.561703458428383,-42.04117252974538
469,-22.159635357558727,-41.45178841846762
470,-40.61127644777298,-41.38037437488558
471,-17.656125493347645,-41.181043957446235
472,-45.20944354496896,-41.285274947017896
473,-37.43378930538893,-41.34193766868906
474,-35.515157148242,-41.16637610058533
475,-65.99102240614593,-41.467677822571716
476,-22.57834619283676,-41.45159907655092
477,-42.88272578828037,-41.415957176585216
478,-40.41103392094374,-41.258974927563685
479,-36.722205460071564,-41.31419038002612
480,-30.04196240194142,-41.312166301526595
481,-21.76426588743925,-41.232210695885584
482,-46.433640606701374,-41.159046096068344
483,-53.21750774234533,-41.36225057938369
484,-18.9057130292058,-41.23330789313884
485,-27.3083705753088,-40.97342480776599
486,-34.465989258140326,-41.00636732781073
487,-67.17696215212345,-41.43659706333419
488,-48.67525025457144,-41.57809531217208
489,-114.68219517264515,-42.116269539434
490,-43.93429912999272,-42.211663811679465
491,-51.89006707444787,-42.403919558364436
492,-27.977446944918483,-41.926184883269016
493,-24.269543878734112,-41.72160232037539
494,-56.10810065641999,-41.8518703841907
495,-30.16845890879631,-41.98395196310477
496,-72.14421934448183,-42.36368119430961
497,-52.10877254605293,-42.54337282133522
498,-54.40212705731392,-42.78871021527098
499,-37.89011665433645,-42.938190740973226
500,-36.91437832638621,-42.95374234079616
501,-41.191293612122536,-42.85164624608355
502,-46.05084538459778,-42.96793079412775
503,-29.899008102715015,-42.8355987985176
504,-42.947862066328526,-42.64597282384755
505,-55.763268657028675,-42.73264229548396
506,-22.889709025621414,-42.71214714628877
507,-78.32410910725594,-43.15555902679684
508,-43.12983202189207,-43.07203413580777
509,-31.666177790611982,-42.856601874504705
510,-32.21299062669277,-42.8684599977103
511,-22.050035893917084,-42.72507375543238
512,-43.77635905332863,-42.842816423468754
513,-21.30290873348713,-42.74430776736932
514,-58.16952085494995,-42.95565751820104
515,-109.85686720814556,-43.52765786646167
516,-55.67680035531521,-42.69240170121426
517,-27.14892128435895,-42.65306742432294
518,-44.31219124048948,-42.563344131547495
519,-24.491495236754417,-42.34946770055918
520,-28.428928498877212,-42.11644908073824
521,-83.47892897203565,-42.439090405392925
522,-100.32918142899871,-42.59355694454862
523,-56.79731111973524,-42.690473726361525
524,-100.63743501715362,-43.44663612256525
525,-100.22001977171749,-44.03605068975827
526,-26.853037402033806,-43.78510914256563
527,-33.71400627493858,-43.815368290299084
528,-70.46173693612218,-44.25181580656906
529,-43.25684345513582,-44.43500448630657
530,-92.92650642059743,-45.16795686862897
531,-78.29529049992561,-45.71060844726395
532,-31.605507869273424,-45.07353795092087
533,-50.96595066040754,-45.26975267271977
534,-32.329325553029776,-45.26043761387002
535,-54.17470932379365,-45.4444765926851
536,-19.70078758150339,-45.431056413273325
537,-29.537838404998183,-45.503714832267725
538,-57.548651214689016,-45.311485330588184
539,-55.18198983371258,-45.535017173639496
540,-32.39709440711886,-45.46433705559466
541,-22.269958667457104,-45.27888269061688
542,-24.182774148881435,-45.29900786357466
543,-54.665081053972244,-45.49576261753682
544,-50.03406799584627,-45.713949420959686
545,-50.043901327531785,-45.75826515715569
546,-54.17842236161232,-46.07166104670614
547,-28.585727617144585,-46.12322760693729
548,-33.75776347517967,-46.26872654113919
549,-25.18569253012538,-45.95959507882595
550,-37.59329381771386,-45.6005637984164
551,-22.83688015770167,-45.337630336107686
552,-17.345590204000473,-44.755961528411135
553,-78.99201103113592,-44.58858583970927
554,-129.70830257609487,-45.47558512511663
555,-57.810745956376195,-45.45656864766963
556,-31.119187131524086,-44.96012345378287
557,-41.3300800062716,-44.71179062099196
558,-36.2856113165617,-44.72392804042436
559,-25.834178566932678,-44.62832132187672
560,-25.60801339149475,-44.64962542627938
561,-46.33087881654501,-44.73423512545414
562,-41.470876635983586,-44.933537892764434
563,-44.086675360798836,-45.10526882342063
564,-55.59053125232458,-45.3029496359732
565,-59.75979331880808,-45.52570568114752
566,-28.459697920829058,-45.53067348605255
567,-46.12261549383402,-45.62101481160382
568,-71.53505422919989,-46.08074831931153
569,-16.43752795830369,-46.02352724531898
570,-69.32804507017136,-46.31069493154297
571,-22.78405238687992,-46.361974200478286
572,-21.721387922763824,-46.127093644256234
573,-53.129182662814856,-46.2840475778305
574,-50.3096499890089,-46.43199250623817
575,-26.64186891168356,-46.038500971293544
576,-44.93255572486669,-46.26204306661384
577,-70.855870813597,-46.54177451686701
578,-33.954724624753,-46.4772114239051
579,-28.739141330122948,-46.397380782605616
580,-52.415638253092766,-46.62111754111713
581,-35.121436789631844,-46.75468925013905
582,-60.147767655551434,-46.89183052062756
583,-36.493552818894386,-46.72459097139304
584,-50.15972671657801,-47.03713110826677
585,-39.79279437661171,-47.161975346279796
586,-35.383730471134186,-47.17115275840973
587,-25.124859388917685,-46.75063173077768
588,-86.91303857415915,-47.133009613973556
589,-34.58921291679144,-46.33207979141502
590,-22.11505275592208,-46.11388732767431
591,-38.27216921746731,-45.9777083491045
592,-47.84268247336149,-46.176360704388934
593,-39.885642662644386,-46.332521692228035
594,-93.88805344048887,-46.71032122006873
595,-33.34784370660782,-46.74211506804684
596,-31.18708309531212,-46.332543705555146
597,-28.307160809636116,-46.09452758819098
598,-43.338319811969995,-45.98388951573754
599,-89.30891335010529,-46.49807748269522
600,-27.96915916725993,-46.40862529110396
601,-45.14950788766146,-46.44820743385935
602,-47.02350842952728,-46.457934064308645
603,-40.22475356049836,-46.56119151888648
604,-33.012568578124046,-46.46183858400443
605,-49.94631553441286,-46.40366905277828
606,-29.51297875959426,-46.469901750118005
607,-39.863478645682335,-46.08529544550227
608,-35.19003589451313,-46.005897484228484
609,-17.569559793919325,-45.86493130426155
610,-44.84858722984791,-45.99128727029311
611,-85.5486698821187,-46.62627361017512
612,-43.99925960600376,-46.628502615701876
613,-62.68657527118921,-47.042339281078895
614,-19.383312409743667,-46.65447719662683
615,-21.31296231597662,-45.76903814770514
616,-41.91116710007191,-45.63138181515271
617,-40.17272697389126,-45.76161987204803
618,-65.18374315556139,-45.97033539119875
619,-45.60848689824343,-46.18150530781364
620,-45.70226326584816,-46.35423865548335
621,-26.291482023894787,-45.78236418600194
622,-54.3413026407361,-45.32248539811931
623,-42.80215638875961,-45.18253385080956
624,-29.38823176920414,-44.47004181833007
625,-196.0443058591336,-45.428284679204225
626,-65.59423929452896,-45.81569669812918
627,-59.99241849780083,-46.0784808203578
628,-112.05503766983747,-46.494413827694956
629,-63.06841201148927,-46.692529513258485
630,-29.614469435065985,-46.05940914340317
631,-22.05109144002199,-45.49696715280414
632,-99.01877423841506,-46.171099816495556
633,-56.431862868368626,-46.22575893857516
634,-46.52940113842487,-46.36775969442911
635,-86.62836857512593,-46.69229628694244
636,-36.00575939565897,-46.855346005083994
637,-51.193907629698515,-47.071906697330995
638,-49.77181659638882,-46.994138351147996
639,-44.23888771235943,-46.884707329934464
640,-35.55445582419634,-46.91628094410524
641,-43.52075224369764,-47.12878887986764
642,-29.705345425289124,-47.18401459263172
643,-32.82765977829695,-46.96564037987497
644,-48.59590323269367,-46.95125873224344
645,-62.61841488908976,-47.07700386785902
646,-34.61974786221981,-46.881417122865095
647,-45.25008460879326,-47.04806069278158
648,-111.55113937705755,-47.82599445180036
649,-30.220373779535294,-47.87634126429446
650,-91.725641425699,-48.41766474037431
651,-34.09026566892862,-48.53019859548658
652,-37.922050677239895,-48.735963200218976
653,-70.92081262916327,-48.65525121619925
654,-28.90951281785965,-47.64726331861689
655,-57.38146424666047,-47.64297050151974
656,-37.38955621421337,-47.705674192346635
657,-37.064808785915375,-47.66302148014307
658,-23.508278515189886,-47.535248152129356
659,-38.35956420004368,-47.66050200846046
660,-106.92562387138605,-48.473678113259375
661,-20.048583291471004,-48.210855158008634
662,-79.74346055462956,-48.5935809971951
663,-31.178611159324646,-48.464500355180355
664,-41.35434493422508,-48.32213849199936
665,-45.00934022665024,-48.17463396107778
666,-66.46692013274878,-48.55470618319698
667,-118.96496573090553,-49.283129685567694
668,-36.09736859053373,-48.92875282918103
669,-40.83902242779732,-49.17276777387597
670,-21.19430623948574,-48.69143038556911
671,-22.396665543317795,-48.68755651713349
672,-40.61956724524498,-48.8765383103583
673,-30.355018507689238,-48.648796668807044
674,-30.460932210087776,-48.45030949101783
675,-30.758550565689802,-48.491476307557896
676,-34.44254135526717,-48.3865761638619
677,-22.10944053158164,-47.899111861041746
678,-27.711955443024635,-47.83668416922446
679,-16.85007755458355,-47.71779353146907
680,-27.022145990282297,-47.463858608840965
681,-27.295559663325548,-47.3855998375779
682,-27.549315832555294,-47.05961531934794
683,-39.031920559704304,-47.08499899675604
684,-27.791971366852522,-46.86132144325879
685,-31.11138842999935,-46.77450738379266
686,-42.939766796305776,-46.85006774704438
687,-34.57697610557079,-46.94458891421091
688,-36.74044209718704,-46.442862949441185
689,-40.59424491971731,-46.50291326947045
690,-50.47684261202812,-46.78653116803151
691,-37.69014175236225,-46.78071089338046
692,-27.319391950964928,-46.57547798815649
693,-28.40475060045719,-46.46066906753462
694,-18.050102155655622,-45.70228955468629
695,-36.565373823046684,-45.734464855850675
696,-38.957618203014135,-45.812170206927696
697,-80.28509996226057,-46.33194959845394
698,-77.49221773818135,-46.67348857771605
