episode,reward,reward_ma
699,-37.55316385626793,-46.15593108277768
700,-18.868911370635033,-46.06492860481143
701,-26.59008425101638,-45.87933436844498
702,-36.6985492259264,-45.77608477640897
703,-33.83926519751549,-45.71222989277914
704,-28.098834857344627,-45.663092555571346
705,-22.82833644747734,-45.39191276470199
706,-43.089342430233955,-45.52767640140839
707,-36.03385575860739,-45.489380172537636
708,-20.85780356824398,-45.34605784927495
709,-65.933749191463,-45.82969974325039
710,-26.453530453145504,-45.64574917548336
711,-43.483694300055504,-45.225099419662726
712,-45.622725646942854,-45.24133408007212
713,-22.796404272317886,-44.84243237008341
714,-47.41305133700371,-45.122729759356005
715,-59.361566476523876,-45.50321580096148
716,-40.5824943035841,-45.4899290729966
717,-86.47515542805195,-45.952953357538206
718,-41.59476846456528,-45.717063610628244
719,-54.410624598152936,-45.80508498762734
720,-51.11136534437537,-45.85917600841262
721,-86.0481436625123,-46.45674262479879
722,-24.746094916015863,-46.160790547551585
723,-39.17478958517313,-46.124516879515724
724,-39.018430434167385,-46.22081886616535
725,-30.77840007841587,-44.568159808358175
726,-22.801903577521443,-44.1402364511881
727,-36.59746344387531,-43.906286900648844
728,-24.791307747364044,-43.033649601424116
729,-16.61876630038023,-42.56915314431302
730,-20.210904002189636,-42.47511748998426
731,-19.886917799711227,-42.45347575358115
732,-34.25154845416546,-41.80580349573866
733,-60.246128640603274,-41.843946153461005
734,-45.213669158518314,-41.830788833661934
735,-62.03994581103325,-41.58490460602101
736,-87.20919492095709,-42.09693896127399
737,-40.01757673174143,-41.98517565229442
738,-25.84621342085302,-41.74591962053906
739,-36.49338886141777,-41.66846463202965
740,-28.883276902139187,-41.60175284280908
741,-83.28086975216866,-41.999354017893786
742,-58.30708821862936,-42.28537144582719
743,-90.53236856497824,-42.862418533694
744,-40.90802093595266,-42.78553971072659
745,-22.018439412117004,-42.37953995595686
746,-55.542139660567045,-42.58876387394034
747,-30.53275451809168,-42.44159057303332
748,-28.13126924727112,-41.60739187173545
749,-18.441341064870358,-41.4896015445888
750,-27.3900860324502,-40.846245990656314
751,-23.08088344335556,-40.73615216840059
752,-71.29689210001379,-41.06990058262832
753,-31.918762411922216,-40.679880080455916
754,-32.831475272774696,-40.719099705005064
755,-32.01625047624111,-40.46544756730087
756,-56.403676964342594,-40.65558877480216
757,-29.499167868867517,-40.579932365631684
758,-44.59240056760609,-40.790773586155844
759,-63.589252814650536,-41.04307047230191
760,-43.968068547546864,-40.413494919063524
761,-47.147265397012234,-40.68448174011893
762,-54.81883056461811,-40.43523544021882
763,-54.93958062119782,-40.67284513483755
764,-58.980838760733604,-40.849110073102636
765,-44.3866628408432,-40.84288329924457
766,-38.3892493955791,-40.56210659187287
767,-32.27079823613167,-39.69516491692513
768,-52.43026186153293,-39.858493849635124
769,-24.12202464789152,-39.69132387183607
770,-57.324845276307315,-40.052629262204285
771,-33.96496404707432,-40.16831224724185
772,-43.29721661657095,-40.19508874095511
773,-42.38397942483425,-40.31537835012656
774,-54.37675841897726,-40.55453661221545
775,-31.157868281006813,-40.55852978936862
776,-41.489305928349495,-40.62899743509944
777,-48.186321310698986,-40.889766242890616
778,-154.7068193666637,-42.15971488212701
779,-26.492171809077263,-42.256135824671944
780,-55.06412810832262,-42.53655564585235
781,-40.1683129966259,-42.66528317918535
782,-59.14829829894006,-42.9812730038492
783,-57.055763214826584,-43.161511430400424
784,-58.145269475877285,-43.46504441149067
785,-51.438963785767555,-43.66832016504836
786,-44.05123200267553,-43.67943481711205
787,-34.18427515029907,-43.675507807559335
788,-48.55046638660133,-43.79360805045348
789,-59.98109118640423,-43.98747651312035
790,-90.06831083446741,-44.383391195344736
791,-34.82535449415445,-44.35474332276266
792,-96.21428058296442,-45.04369220908266
793,-82.56245870143175,-45.5852692900924
794,-24.949278842657804,-45.654261056962426
795,-69.59889463335276,-45.984596265065484
796,-74.3679921478033,-46.33870000451338
797,-48.76941093429923,-46.02354311423376
798,-24.17222050204873,-45.49034314187244
799,-32.274917136877775,-45.43756067467854
800,-38.163895428180695,-45.63051051525399
801,-51.463542215526104,-45.87924509489909
802,-72.30156128108501,-46.23527521545068
803,-48.08527395874262,-46.37773530306295
804,-40.942211627960205,-46.506169070769104
805,-38.83993748947978,-46.66628508118912
806,-49.1924187541008,-46.72731584442779
807,-41.1810933239758,-46.77878822008148
808,-35.16965513676405,-46.921906735766676
809,-32.26059292256832,-46.58517517307773
810,-22.54399287700653,-46.546079797316345
811,-42.59321238100529,-46.53717497812584
812,-33.25862344354391,-46.413533956091854
813,-48.90587434545159,-46.67462865682319
814,-77.8964105695486,-46.97946224914864
815,-21.374609902501106,-46.59959268340841
816,-54.46567299962044,-46.73842447036877
817,-46.22211410291493,-46.3358940571174
818,-27.996929068118334,-46.199915663152936
819,-40.61869257315993,-46.061996342903
820,-56.22304290346801,-46.11311311849393
821,-40.699168868362904,-45.65962337055244
822,-25.834664069116116,-45.67050906208344
823,-49.64985750801861,-45.77525974131189
824,-24.611824141815305,-45.63119367838837
825,-21.065046872012317,-45.534060146324336
826,-46.1489990092814,-45.76753110064194
827,-51.632658042013645,-45.91788304662332
828,-50.657877296209335,-46.17654874211177
829,-32.312639616429806,-46.33348747527227
830,-57.50319688022137,-46.70641040405258
831,-18.4364822357893,-46.691906048413365
832,-42.59184931591153,-46.775309057030825
833,-90.10025480017066,-47.0738503186265
834,-36.279063772410154,-46.98450426476542
835,-31.484745785593987,-46.678952264511025
836,-41.62544807419181,-46.223114796043376
837,-30.816770166158676,-46.13110673038754
838,-114.9554477147758,-47.022199073326775
839,-54.84950314089656,-47.20576021612156
840,-39.88004211336374,-47.31572786823381
841,-26.099181024357677,-46.7439109809557
842,-47.48759202286601,-46.63571601899807
843,-65.61923938803375,-46.386584727228616
844,-36.38837869465351,-46.34138830481563
845,-54.247768584638834,-46.66368159654085
846,-46.64613883942366,-46.57472158832941
847,-33.66330583393574,-46.606027101487854
848,-29.45166899636388,-46.61923109897878
849,-20.15162480250001,-46.63633393635508
850,-78.39238975942135,-47.14635697362479
851,-106.82701055519283,-47.98381824474316
852,-67.81967758759856,-47.94904609961901
853,-31.82126520574093,-47.9480711275572
854,-57.37666845321655,-48.19352305936162
855,-46.249494805932045,-48.335855502658525
856,-48.3354030624032,-48.25517276363913
857,-42.383714001625776,-48.38401822496671
858,-75.64796754717827,-48.694573894762435
859,-52.06025338917971,-48.579283900507725
860,-29.75041490793228,-48.43710736411158
861,-45.582928478717804,-48.42146399492864
862,-24.663541182875633,-48.119911101111214
863,-61.790298294276,-48.18841827784199
864,-110.95719447173178,-48.70818183495197
865,-22.740488469600677,-48.49172009123955
866,-40.27396485209465,-48.51056724580471
867,-98.99064793623984,-49.17776574280579
868,-33.08514418639243,-48.98431456605438
869,-66.58038274664432,-49.40889814704191
870,-24.055380009114742,-49.076203494369985
871,-21.78885591775179,-48.954442413076755
872,-26.4113502278924,-48.785583749189975
873,-68.18805436044931,-49.04362449854612
874,-85.43115584924817,-49.35416847284883
875,-27.160601668059826,-49.31419580671936
876,-39.11316986940801,-49.29043444612995
877,-79.78037618845701,-49.606374994907526
878,-55.719733975827694,-48.61650414099917
879,-44.11092124506831,-48.79269163535908
880,-46.2178542278707,-48.70422889655456
881,-59.74844757467508,-48.90003024233505
882,-58.24279535934329,-48.89097521293908
883,-52.28314275480807,-48.8432490083389
884,-49.80608905851841,-48.75985720416531
885,-37.0564582105726,-48.61603214841336
886,-34.18479756638408,-48.517367804050444
887,-37.01412555202842,-48.54566630806774
888,-41.77322821319103,-48.477893926333635
889,-51.48900281637907,-48.392973042633386
890,-44.33004361996427,-47.935590370488356
891,-31.28317591175437,-47.90016858466435
892,-46.97037287801504,-47.40772950761486
893,-35.95130971074104,-46.94161801770795
894,-26.848386108875275,-46.96060909037013
895,-28.70512568950653,-46.55167140093167
896,-44.97522162646055,-46.25774369571823
897,-54.35736481240019,-46.31362323449925
898,-44.63056820631027,-46.518206711541865
899,-44.77635692805052,-46.64322110945359
900,-34.601504638791084,-46.60759720155969
901,-76.13633897155523,-46.85432516911998
902,-48.451266173273325,-46.61582221804187
903,-31.44977267086506,-46.44946720516309
904,-58.33063619211316,-46.62335145080462
905,-32.866509802639484,-46.563617173936215
906,-25.649002789519727,-46.32818301429041
907,-24.754159539937973,-46.16391367645003
908,-28.236776053905487,-46.094584885621444
909,-32.026718340814114,-46.092246139803905
910,-42.38638458400965,-46.290670056873935
911,-46.16007551550865,-46.32633868821897
912,-23.161124397069216,-46.22536369775422
913,-68.39836674183607,-46.420288621718065
914,-79.46207679435611,-46.43594528396614
915,-50.965694051235914,-46.73185612545349
916,-33.89554552361369,-46.526154850693416
917,-65.82228428218514,-46.72215655248612
918,-44.84662175364792,-46.89065347934142
919,-33.946080446243286,-46.823927358072254
920,-34.18052667379379,-46.60350219577551
921,-44.11648364365101,-46.63767534352839
922,-29.82165163825266,-46.67754521921975
923,-45.43280378356576,-46.63537468197523
924,-35.26304052770138,-46.74188684583409
925,-43.80642817169428,-46.96930065883091
926,-42.739110846072435,-46.93520177719882
927,-58.10583966970444,-46.999933593475724
928,-51.50425013154745,-47.00839732182911
929,-37.116491593420506,-47.05643584159901
930,-77.23099112976342,-47.25371378409444
931,-47.56868563592434,-47.54503581809578
932,-62.95902965182904,-47.74870762145496
933,-28.52795078791678,-47.13298458133242
934,-58.933944668620825,-47.35953339029453
935,-37.229936704039574,-47.41698529947898
936,-63.94421556033194,-47.64017297434039
937,-33.944302313029766,-47.67144829580909
938,-42.75222427025437,-46.949416061363884
939,-30.298416897654533,-46.70390519893146
940,-35.22323429584503,-46.657337120756274
941,-24.296999026089907,-46.639315300773596
942,-82.1357529759407,-46.985796910304344
943,-26.479963526129723,-46.5944041516853
944,-30.706292256712914,-46.5375832873059
945,-46.473578471690416,-46.459841386176414
946,-61.59789947792888,-46.60935899256147
947,-48.27260172367096,-46.75545195145882
948,-56.88832948729396,-47.02981855636812
949,-44.25164020434022,-47.27081871038652
950,-29.13428021967411,-46.778237614989045
951,-71.4363153129816,-46.42433066256694
952,-49.01076474040747,-46.23624153409502
953,-66.87587615847588,-46.58678764362237
954,-29.981149844825268,-46.31283245753846
955,-47.06073293508962,-46.32094483883004
956,-68.83470181003213,-46.525937826306325
957,-60.76306028664112,-46.70973128915648
958,-54.53850903734565,-46.49863670405816
959,-36.572636887431145,-46.343760539040666
960,-23.39849068969488,-46.28024129685829
961,-33.48526120185852,-46.1592646240897
962,-38.75155619857833,-46.300144774246725
963,-89.02460193261504,-46.57248781063012
964,-100.83268764056265,-46.471242742318424
965,-30.99229460209608,-46.55376080364338
966,-34.530042603611946,-46.496321581158554
967,-33.695001780986786,-45.84336511960603
968,-29.646011866629124,-45.80897379640839
969,-45.16725537739694,-45.594842522715915
970,-41.329761143773794,-45.76758633406251
971,-39.97454799246043,-45.949443254809594
972,-34.703729167580605,-46.032367044206474
973,-22.81969854515046,-45.578683486053485
974,-52.32760876044631,-45.24764801516547
975,-23.331386007368565,-45.20935585855855
976,-33.761401284486055,-45.15583817270934
977,-35.288330532610416,-44.710917716150874
978,-63.895577017217875,-44.79267614656477
979,-46.62685752287507,-44.81783550934284
980,-38.596707835793495,-44.74162404542207
981,-39.19286568462849,-44.5360682265216
982,-155.20797178614885,-45.50571999078966
983,-33.499568961560726,-45.31788425285718
984,-73.86576566845179,-45.55848101895652
985,-70.19879371672869,-45.88990437401808
986,-56.068397648632526,-46.108740374840565
987,-41.522368021309376,-46.15382279953337
988,-64.40533892530948,-46.38014390665456
989,-39.624742709100246,-46.26150130558177
990,-29.417188361287117,-46.112372752995
991,-29.671623088419437,-46.09625722476165
992,-190.5084275752306,-47.531637771733806
993,-32.82040134072304,-47.500328688033626
994,-28.764550619758666,-47.51949033314246
995,-51.259873267263174,-47.745037808920024
996,-68.400479959324,-47.97929039224866
997,-33.61191442608833,-47.77183588838554
998,-37.708858989179134,-47.70261879621423
999,-25.289801858365536,-47.50775324551738
1000,-58.3458209275268,-47.74519640840474
1001,-21.39095837622881,-47.19774260245147
1002,-67.71590453572571,-47.390388986076
1003,-52.71523463120684,-47.60304360567941
1004,-57.423395708203316,-47.593971200840315
1005,-35.45206245034933,-47.61982672731742
1006,-56.21744046360254,-47.925511104058245
1007,-35.290850058197975,-48.030878009240844
1008,-25.690312245860696,-48.005413371160394
1009,-25.261624857783318,-47.93776243633008
1010,-43.72151707485318,-47.951113761238524
1011,-29.243604317307472,-47.78194904925651
1012,-34.034449115395546,-47.89068229643977
1013,-22.58465115353465,-47.432545140556755
1014,-32.3433782979846,-46.96135815559305
1015,-19.116534486413002,-46.642866559944814
1016,-22.835025757551193,-46.53226136228419
1017,-28.40432862751186,-46.15808180573745
1018,-23.034137427806854,-45.939956962479044
1019,-113.47581431269646,-46.73525430114358
1020,-45.458462715148926,-46.84803366155713
1021,-41.01443951763213,-46.81701322029694
1022,-58.86180503666401,-47.10741475428105
1023,-33.831367425620556,-46.9914003907016
1024,-52.49337814748287,-47.16370376689942
1025,-35.30555614642799,-47.07869504664675
1026,-22.256975077092648,-46.873873688956955
1027,-42.26582423970103,-46.71547353465692
1028,-17.687107488512993,-46.37730210822658
1029,-30.743079364299774,-46.31356798593537
1030,-29.18173384293914,-45.83307541306713
1031,-34.35258964449167,-45.7009144531528
1032,-79.27069152891636,-45.86403107192368
1033,-30.60544641315937,-45.8848060281761
1034,-82.33213959634304,-46.11878797745332
1035,-32.41319600492716,-46.0706205704622
1036,-66.90132647007704,-46.10019167955965
1037,-27.445873642340302,-46.035207392852755
1038,-30.149477802217007,-45.90917992817238
1039,-25.78126583993435,-45.86400841759518
1040,-23.91791830211878,-45.750955257657914
1041,-18.134160071611404,-45.68932686811313
1042,-28.322908401489258,-45.151198422368616
1043,-67.81103766709566,-45.564509163778276
1044,-35.64885592460632,-45.61393480045721
1045,-54.66749067604542,-45.69587392250076
1046,-28.99027420952916,-45.36979766981676
1047,-44.60800474882126,-45.333151700068264
1048,-61.122551530599594,-45.37549392050132
1049,-25.525002347305417,-45.18822754193097
1050,-33.6077122092247,-45.23296186182648
1051,-44.01501519419253,-44.958748860638586
1052,-37.124624179676175,-44.839887455031274
1053,-48.037284806370735,-44.65150154151022
1054,-87.22582772746682,-45.22394832033664
1055,-66.23436294682324,-45.41568462045397
1056,-76.75034919381142,-45.49484109429177
1057,-24.697705201804638,-45.1341875434434
1058,-42.03577035665512,-45.0091601566365
1059,-34.93028225749731,-44.99273661033716
1060,-23.624576695263386,-44.994997470392846
1061,-17.60198651254177,-44.83616472349968
1062,-46.87601549550891,-44.917409316468984
1063,-33.69769388437271,-44.36414023598656
1064,-42.03586331009865,-43.776171992681924
1065,-42.47875291109085,-43.89103657577187
1066,-37.802996188402176,-43.92376611161977
1067,-57.692590560764074,-44.163741999417546
1068,-78.34922905638814,-44.650774171315135
1069,-30.030498296022415,-44.49940660050139
1070,-60.3420719653368,-44.68952970871702
1071,-36.77634919807315,-44.657547720773145
1072,-57.19622556632385,-44.88247268476058
1073,-36.62337337434292,-45.0205094330525
1074,-42.59320890903473,-44.92316543453839
1075,-100.63232746510766,-45.69617484911578
1076,-27.819248780608177,-45.636753324077
1077,-31.030282221734524,-45.59417284096824
1078,-52.68338961713016,-45.482050966967364
1079,-136.75296529754996,-46.38331204471411
1080,-92.65133887529373,-46.92385835510911
1081,-40.39525584131479,-46.935882256675974
1082,-105.30639424547553,-46.43686648126924
1083,-26.123984284698963,-46.36311063450063
1084,-72.49839641526341,-46.34943694196874
1085,-24.785431057214737,-45.8953033153736
1086,-33.22125847637653,-45.666831923651046
1087,-61.36256320029497,-45.8652338754409
1088,-65.05202274303883,-45.871700713618196
1089,-48.74802743643522,-45.96293356089154
1090,-34.0140465721488,-46.00890214300016
1091,-128.08470202982426,-46.99303293241421
1092,-68.15106928348541,-45.769459349496756
1093,-72.91611783206463,-46.17041651441017
1094,-63.81886783242226,-46.520959686536806
1095,-49.33021122217178,-46.5016630660859
1096,-69.30042409524322,-46.51066250744508
1097,-100.71636036783457,-47.18170696686255
1098,-45.201156817376614,-47.256629945144525
1099,-72.15214647352695,-47.725253391296135
1100,-41.25449136737734,-47.55434009569464
1101,-107.3988324329257,-48.41441883626161
1102,-45.797332391142845,-48.195233114815785
1103,-49.881673611700535,-48.16689750462072
1104,-107.29377571260557,-48.66560130466474
1105,-33.24241293221712,-48.64350480948342
1106,-76.70550659671426,-48.848385470814534
1107,-39.42824852466583,-48.889759455479215
1108,-41.81576602905989,-49.05101399331121
1109,-36.86185644567013,-49.167016309190075
1110,-54.93097763881087,-49.27911091482965
1111,-38.53494204953313,-49.372024292151906
1112,-32.49399860948324,-49.35661978709279
1113,-42.24802495166659,-49.553253525074105
1114,-31.272912316024303,-49.5425488652545
1115,-32.36663480103016,-49.67504986840068
1116,-73.84803863242269,-50.18517999714939
1117,-30.618571802973747,-50.20732242890401
1118,-92.98679905198514,-50.90684904514579
1119,-39.22616059426218,-50.164352507961446
1120,-69.01372048165649,-50.39990508562652
1121,-91.53834675904363,-50.90514415804064
1122,-41.9784687012434,-50.73631079468643
1123,-34.36840970814228,-50.74168121751165
1124,-85.49127588048577,-51.07166019484168
1125,-142.8803984578699,-52.147408617956096
1126,-61.62865014001727,-52.54112536858534
1127,-26.067248344421387,-52.379139609632546
1128,-57.627555487677455,-52.77854408962419
1129,-84.42781451297924,-53.31539144111099
1130,-36.24173391237855,-53.38599144180538
1131,-86.01370558142662,-53.90260260117473
1132,-47.74085918813944,-53.58730427776696
1133,-49.41860421746969,-53.775435855810066
1134,-53.46742523834109,-53.486788712230044
1135,-24.746243596076965,-53.41011918814154
1136,-29.45391036570072,-53.03564502709778
1137,-32.69561765342951,-53.08814246720867
1138,-36.57252162694931,-53.152372905456
1139,-74.55543393921107,-53.64011458644876
1140,-25.626908019185066,-53.657204483619424
1141,-84.49195721000433,-54.320782455003354
1142,-64.36548177525401,-54.681208188741
1143,-54.7776751704514,-54.550874563774556
1144,-24.925647735595703,-54.44364248188445
1145,-37.59105759114027,-54.2728781510354
1146,-44.16481865942478,-54.42462359553436
1147,-54.30911919102073,-54.521634739956355
1148,-61.74209642410278,-54.527830188891386
1149,-43.097818963229656,-54.703558355050625
1150,-31.33943091891706,-54.680875542147554
1151,-34.01161823794246,-54.58084157258505
1152,-21.161935552954674,-54.42121468631783
1153,-35.35916184261441,-54.294433456680274
1154,-53.354601461440325,-53.95572119402001
1155,-51.76128588616848,-53.81099042341346
1156,-39.4845102019608,-53.43833203349495
1157,-33.53559600934386,-53.52671094157034
1158,-49.8947569578886,-53.60530080758268
1159,-30.099190421402454,-53.55698988922173
1160,-28.139602541923523,-53.60214014768833
1161,-47.82414112985134,-53.90436169386143
1162,-70.1001569069922,-54.13660310797626
1163,-120.7820654194802,-55.007446823327335
1164,-42.25713964551687,-55.00965958668152
1165,-56.39312192052603,-55.14880327677587
1166,-60.254822328686714,-55.373321538178715
1167,-59.484855215996504,-55.39124418473104
1168,-44.29842235147953,-55.05073611768196
1169,-31.055988371372223,-55.06099101843545
1170,-74.05087672267109,-55.198079066008795
1171,-17.740175560116768,-55.00771732962923
1172,-58.86183815076947,-55.024373455473686
1173,-68.97783302515745,-55.347918051981836
1174,-32.90722783654928,-55.25105824125698
1175,-31.60205601155758,-54.56075552672148
1176,-36.353246718645096,-54.646095506101844
1177,-69.35943887382746,-55.029387072622775
1178,-27.05635991692543,-54.77311677562073
1179,-21.654165014624596,-53.62212877279148
1180,-50.89383566007018,-53.20455374063924
1181,-41.248049940913916,-53.21308168163523
1182,-39.050781935453415,-52.55052555853501
1183,-24.68762554600835,-52.536161971148104
1184,-26.30777595937252,-52.0742557665892
1185,-40.74055068939924,-52.23380696291104
1186,-39.417719192802906,-52.2957715700753
1187,-36.65850801020861,-52.048731018174436
1188,-36.218735724687576,-51.76039814799093
1189,-47.76539160311222,-51.7505717896577
1190,-25.75765510648489,-51.66800787500106
1191,-38.15781183168292,-50.768738973019644
1192,-43.025885447859764,-50.51748713466339
1193,-28.14646628126502,-50.06979061915539
1194,-30.16624430567026,-49.73326438388787
1195,-67.11499542742968,-49.91111222594045
1196,-48.67170004546642,-49.704824985442684
1197,-29.49955952912569,-48.992656977055596
1198,-57.14119874313474,-49.112057396313176
1199,-22.340855173766613,-48.61394448331557
1200,-36.10921144858003,-48.5624916841276
1201,-57.79478179290891,-48.06645117772743
1202,-33.283160615712404,-47.94130945997313
1203,-27.740121196955442,-47.719893935825674
1204,-25.893897145986557,-46.90589515015949
1205,-35.90468513965607,-46.93251787223387
1206,-41.89961553364992,-46.58445896160323
1207,-36.893193673342466,-46.55910841309
1208,-38.09612636268139,-46.521912016426214
1209,-28.939269922673702,-46.44268615119625
1210,-28.61451794207096,-46.17952155422885
1211,-41.56853627413511,-46.20985749647487
1212,-35.4911337941885,-46.23982884832192
1213,-22.08277375996113,-46.03817633640487
1214,-35.299217000603676,-46.07843938325066
1215,-32.45351744443178,-46.079308209684676
1216,-19.845076207071543,-45.53927858543116
1217,-47.58151477575302,-45.70890801515896
1218,-19.76731911301613,-44.976713215769266
1219,-42.613422363996506,-45.010585833466614
1220,-14.515787363052368,-44.46560650228057
1221,-40.03765228390694,-43.9505995575292
1222,-52.03190539777279,-44.0511339244945
1223,-28.714430548250675,-43.99459413289558
1224,-31.528442591428757,-43.45496580000501
1225,-26.66983588039875,-42.2928601742303
1226,-26.728667153045535,-41.94386034436058
1227,-35.912375094369054,-42.04231161186006
1228,-46.4107830375433,-41.93014388735872
1229,-36.077865313738585,-41.44664439536631
1230,-46.34131760895252,-41.54764023233205
1231,-20.939377427101135,-40.89689695078879
1232,-18.557460710406303,-40.60506296601147
1233,-34.703301567584276,-40.45790993951261
1234,-24.737124122679234,-40.170606928355994
1235,-42.29004132281989,-40.34604490562342
1236,-94.14546205848455,-40.992960422551256
1237,-29.699392542243004,-40.962998171439395
1238,-45.03069846332073,-41.04757993980311
1239,-52.08585311472416,-40.82288413155824
1240,-48.29230589419603,-41.04953811030835
1241,-68.45096703991294,-40.88912820860744
1242,-57.31923994515091,-40.818665790306405
1243,-28.535834405571222,-40.5562473826576
1244,-25.348342083394527,-40.56047432613559
1245,-36.25841803662479,-40.547147930590434
1246,-36.89950443059206,-40.47449478830211
1247,-39.96997372061014,-40.331103333598
1248,-30.77000893652439,-40.02138245872222
1249,-23.47368159890175,-39.82514108507894
1250,-38.770656337961555,-39.899453339269385
1251,-41.05068403109908,-39.969843997200954
1252,-106.39028224349022,-40.82212746410631
1253,-42.06019891798496,-40.88913783486001
1254,-28.939305000007153,-40.64498487024568
1255,-38.895356841385365,-40.51632557979785
1256,-16.4389835447073,-40.28587031322532
1257,-17.537859454751015,-40.12589294767938
1258,-46.62771073495969,-40.0932224854501
1259,-32.42341146059334,-40.116464695842005
1260,-77.85174972936511,-40.61358616771642
1261,-60.33678441122174,-40.73871260053013
1262,-49.6189061999321,-40.53390009345952
1263,-34.70324772968888,-39.67311191656161
1264,-64.99477804079652,-39.90048830051441
1265,-82.81250144354999,-40.164682095744645
1266,-41.005988739430904,-39.97219375985209
1267,-29.668564774096012,-39.67403085543308
1268,-41.8665386736393,-39.64971201865468
1269,-46.41680483799428,-39.8033201833209
1270,-22.217364639043808,-39.28498506248463
1271,-78.07496972382069,-39.88833300412167
1272,-21.79967800527811,-39.517711402666755
1273,-25.876197677105665,-39.08669504918624
1274,-46.219465497881174,-39.219817425799555
1275,-41.79981030523777,-39.321794968736356
1276,-152.27339820424095,-40.480996483592314
1277,-29.664151221513748,-40.08404360706918
1278,-88.76972532644868,-40.70117726116441
1279,-29.238174691796303,-40.77701735793613
1280,-79.51539941132069,-41.06323299544864
1281,-20.83069759607315,-40.859059472000226
1282,-41.44625835120678,-40.88301423615776
1283,-19.90396241704002,-40.83517760486808
1284,-22.84411902539432,-40.8005410355283
1285,-35.76796435378492,-40.75081517217215
1286,-57.37497182935476,-40.93038769853767
1287,-71.57263029366732,-41.279528921372254
1288,-37.2724978774786,-41.29006654290017
1289,-34.971471920609474,-41.16212734607514
1290,-22.26193380355835,-41.12717013304587
1291,-26.323409259319305,-41.008826107322236
1292,-30.1620008116588,-40.88018726096023
1293,-26.48251123353839,-40.86354771048296
1294,-85.09864558652043,-41.41287172329147
1295,-33.07790211215615,-41.072500790138726
1296,-37.32635234296322,-40.9590473131137
1297,-26.88979971408844,-40.93294971496332
1298,-38.42450727149844,-40.745782800246964
1299,-49.94456000626087,-41.0218198485719
1300,-61.37243531271815,-41.274452087213284
1301,-35.85218880325556,-41.05502615731675
1302,-27.114832639694214,-40.99334287755657
1303,-50.68435788806528,-41.222785244467666
1304,-33.23970905691385,-41.29624336357694
1305,-26.173037692904472,-41.19892688910942
1306,-29.607601292431355,-41.07600674669724
1307,-34.14102936163545,-41.04848510358017
1308,-26.245395824313164,-40.92997779819649
1309,-57.27416121587157,-41.21332671112847
1310,-28.346747275441885,-41.21064900446218
1311,-61.79895111173391,-41.41295315283816
1312,-27.064124265685678,-41.328683057553135
1313,-58.01980359852314,-41.688053355938756
1314,-41.91062518581748,-41.75416743779089
1315,-52.42997486516833,-41.95393201199826
1316,-62.95882460381836,-42.38506949596572
1317,-24.514751337468624,-42.15440186158288
1318,-64.7675264403224,-42.604403934855945
1319,-22.587371669709682,-42.40414342791308
1320,-35.020540446043015,-42.609190958742985
1321,-89.21685253828764,-43.10098296128679
1322,-47.31346293538809,-43.053798536662946
1323,-34.04046783596277,-43.107058909540065
1324,-39.76363744586706,-43.18941085808445
1325,-35.71447663009167,-43.27985726558138
1326,-77.41932082176208,-43.786763802268545
1327,-60.51413331180811,-44.032781384442934
1328,-30.306584008038044,-43.87173939414788
1329,-31.272647025063634,-43.82368721126113
1330,-45.28568681073375,-43.813130903278946
1331,-22.139047730714083,-43.82512760631507
1332,-55.88015400990844,-44.198354539310095
1333,-31.41831251233816,-44.16550464875763
1334,-65.92356388643384,-44.57736904639518
1335,-33.00129482522607,-44.48448158141924
1336,-30.224808420985937,-43.845275045044254
1337,-40.01926547847688,-43.948473774406594
1338,-36.72515365481377,-43.865418326321524
1339,-36.19142675772309,-43.70647406275151
1340,-30.212132763117552,-43.52567233144073
1341,-30.143225353211164,-43.14259491457371
1342,-27.888104477431625,-42.848283559896515
1343,-30.673505606129766,-42.869660271902106
1344,-60.723466927185655,-43.223411520340015
1345,-30.15664664655924,-43.16239380643936
1346,-28.697304241359234,-43.08037180454703
1347,-58.89338113833219,-43.26960587872425
1348,-42.45782149583101,-43.38648400431732
1349,-59.70445238053799,-43.74879171213368
1350,-35.681196093559265,-43.71789710968966
1351,-33.69927184644621,-43.64438298784313
1352,-40.720162495970726,-42.98768179036793
1353,-32.86418239027262,-42.89572162509081
1354,-35.57080349326134,-42.962036610023354
1355,-87.72339891130105,-43.45031703072251
1356,-49.59158876538277,-43.781843082929264
1357,-31.72854026965797,-43.92374989107833
1358,-85.68382587190717,-44.314311042447805
1359,-56.319970935583115,-44.553276637197705
1360,-40.73335641250014,-44.18209270402905
1361,-25.230980217456818,-43.831034662091405
1362,-33.3703252337873,-43.66854885242996
1363,-49.73920826613903,-43.81890845779446
1364,-86.96467044204473,-44.03860738180694
1365,-24.91079630702734,-43.45959033044171
1366,-61.03802524134517,-43.65991069546086
1367,-75.67932907491922,-44.12001833846909
1368,-35.617368418723345,-44.05752663591993
1369,-57.67222034558654,-44.170080790995854
1370,-62.76140367239714,-44.575521181329385
1371,-53.763629734516144,-44.33240778143634
1372,-22.50900501012802,-44.33950105148484
1373,-25.877616211771965,-44.3395152368315
1374,-39.1393011752516,-44.268713593605206
1375,-35.674024034291506,-44.207455730895745
1376,-58.04969432204962,-43.26521869207383
1377,-39.39373590424657,-43.36251453890116
1378,-83.3132310193032,-43.307949595829704
1379,-35.54377743974328,-43.37100562330917
